epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20
0,0.12540657752078063,0.11267605633802817,0.0,0.0,0.01,10,19,28,38,47,57,66,76,85,94,104,113,123,132,142,151,160,170,179,189
1,0.12540657752078063,0.11267605633802817,0.0,0.0,0.02,10,19,28,38,47,57,66,75,85,94,104,113,123,132,142,151,160,170,179,189
2,0.12540657752078063,0.11267605633802817,0.0,0.0,0.03,10,19,28,38,47,57,66,75,85,94,104,113,123,132,142,151,160,170,179,189
3,0.12540657752078063,0.11267605633802817,0.0,0.0,0.04,10,19,28,38,47,57,66,76,85,94,104,113,123,132,142,151,160,170,179,189
4,0.12540657752078063,0.11267605633802817,0.0,0.0,0.05,10,19,28,38,47,57,66,76,85,94,104,113,123,132,142,151,160,170,179,189
5,0.12540657752078063,0.11267605633802817,0.0,0.0,0.06,10,19,28,38,48,57,66,76,85,94,104,114,123,132,142,151,160,170,179,189
6,0.12540657752078063,0.11267605633802817,0.0,0.0,0.07,10,19,28,38,48,57,66,76,85,94,104,114,123,132,142,151,160,170,179,189
7,0.12540657752078063,0.11267605633802817,0.0,0.0,0.08,10,19,28,38,48,57,66,76,85,94,104,114,123,132,142,151,160,170,179,188
8,0.12540657752078063,0.11267605633802817,0.0,0.0,0.09,10,19,28,38,48,57,66,76,85,94,104,114,123,132,142,151,160,170,179,188
9,0.12540657752078063,0.11267605633802817,0.0,0.0,0.09,10,19,28,38,48,57,66,76,85,94,104,114,123,132,142,151,160,170,179,188
10,0.12540657752078063,0.11267605633802817,0.0,0.0,0.1,10,19,28,38,48,57,66,76,85,94,104,114,123,132,142,151,160,170,179,188
11,0.12540657752078063,0.11267605633802817,0.0,0.0,0.11,10,19,28,38,48,57,66,76,85,94,104,114,123,132,142,151,160,170,179,188
12,0.12540657752078063,0.11267605633802817,0.0,0.0,0.11,10,19,28,37,48,57,66,76,85,94,104,114,123,132,142,151,160,170,179,188
