epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15
0,0.14082640645705335,0.13651137594799567,0.0,0.0,0.01,13,25,37,50,62,74,87,99,111,124,136,149,161,173,186
1,0.14082640645705335,0.13651137594799567,0.0,0.0,0.02,13,25,37,50,62,74,87,99,111,124,136,148,161,173,186
2,0.14082640645705335,0.13651137594799567,0.0,0.0,0.03,13,25,37,50,62,75,87,99,111,124,136,148,161,173,186
3,0.14082640645705335,0.13651137594799567,0.0,0.0,0.05,13,25,37,50,62,75,87,99,111,124,136,148,161,173,186
4,0.14082640645705335,0.13651137594799567,0.0,0.0,0.06,13,25,37,49,62,75,87,99,111,124,136,148,161,173,186
5,0.14082640645705335,0.13651137594799567,0.0,0.0,0.07,13,25,37,49,62,75,87,99,111,124,136,148,161,173,186
6,0.14082640645705335,0.13651137594799567,0.0,0.0,0.08,13,25,37,49,62,75,87,99,111,124,136,148,161,173,186
7,0.14082640645705335,0.13651137594799567,0.0,0.0,0.1,13,25,38,49,62,75,87,99,111,124,137,148,161,173,186
8,0.14082640645705335,0.13651137594799567,0.0,0.0,0.1,13,25,38,49,62,75,87,100,111,124,137,148,161,173,186
9,0.14082640645705335,0.13651137594799567,0.0,0.0,0.11,13,25,38,49,62,75,87,100,111,124,137,148,161,173,186
10,0.14082640645705335,0.13651137594799567,0.0,0.0,0.12,13,25,38,49,62,75,87,100,111,124,137,148,161,173,185
11,0.14082640645705335,0.13651137594799567,0.0,0.0,0.14,13,25,38,49,62,75,87,100,111,124,137,148,161,173,185
12,0.14082640645705335,0.13651137594799567,0.0,0.0,0.15,13,25,38,49,62,75,87,100,111,124,137,148,161,173,185
13,0.14082640645705335,0.13651137594799567,0.0,0.0,0.16,13,25,38,49,62,75,87,100,111,124,137,148,161,173,185
14,0.14082640645705335,0.13651137594799567,0.0,0.0,0.17,13,25,38,49,62,75,87,100,111,125,137,148,161,173,185
15,0.14082640645705335,0.13651137594799567,0.0,0.0,0.18,13,25,38,49,62,75,87,100,111,125,137,148,161,173,185
16,0.14082640645705335,0.13651137594799567,0.0,0.0,0.19,13,25,38,49,62,75,87,100,111,125,137,148,161,173,185
17,0.14082640645705335,0.13651137594799567,0.0,0.0,0.2,13,25,38,49,62,75,87,100,111,125,137,148,161,173,185
18,0.14082640645705335,0.13651137594799567,0.0,0.0,0.21,13,25,38,49,62,75,87,100,111,125,137,148,161,173,185
19,0.14082640645705335,0.13651137594799567,0.0,0.0,0.21,13,25,38,49,62,75,87,100,110,125,137,148,161,173,185
20,0.14082640645705335,0.13651137594799567,0.0,0.0,0.22,13,25,38,49,62,75,87,100,110,125,137,148,161,173,185
21,0.14082640645705335,0.13651137594799567,0.0,0.0,0.23,13,25,38,49,62,75,87,100,110,125,137,148,161,173,185
22,0.14082640645705335,0.13651137594799567,0.0,0.0,0.23,13,25,38,49,62,75,87,100,110,125,137,148,161,173,185
23,0.14082640645705335,0.13651137594799567,0.0,0.0,0.24,13,25,38,49,62,75,87,100,110,125,137,148,161,173,185
24,0.14082640645705335,0.13651137594799567,0.0,0.0,0.25,13,25,38,49,62,76,87,100,110,125,137,148,161,173,185
25,0.14082640645705335,0.13651137594799567,0.0,0.0,0.26,13,25,38,49,62,76,87,100,110,125,137,148,161,173,185
26,0.14082640645705335,0.13651137594799567,0.0,0.0,0.27,13,25,38,49,62,76,87,100,110,125,137,148,161,173,185
27,0.14082640645705335,0.13651137594799567,0.0,0.0,0.27,13,25,37,49,62,76,87,101,110,125,137,148,161,173,185
28,0.14082640645705335,0.13651137594799567,0.0,0.0,0.28,13,25,37,49,62,76,87,101,110,125,138,148,161,173,185
29,0.14082640645705335,0.13651137594799567,0.0,0.0,0.29,13,25,37,49,62,76,87,101,110,125,138,148,161,173,185
30,0.14082640645705335,0.13651137594799567,0.0,0.0,0.29,13,25,37,49,62,76,86,101,110,125,138,148,161,173,185
31,0.14082640645705335,0.13651137594799567,0.0,0.0,0.3,13,25,37,49,62,76,86,101,110,125,138,148,161,173,185
32,0.14082640645705335,0.13651137594799567,0.0,0.0,0.31,13,25,37,49,62,76,86,101,110,125,138,148,161,173,185
33,0.14082640645705335,0.13651137594799567,0.0,0.0,0.32,13,25,37,49,62,76,86,101,110,125,138,148,161,173,185
34,0.14082640645705335,0.13651137594799567,0.0,0.0,0.32,13,25,37,49,62,76,86,101,110,125,138,148,161,173,185
35,0.14082640645705335,0.13651137594799567,0.0,0.0,0.33,13,25,37,49,62,76,86,101,110,125,138,148,161,173,185
36,0.14082640645705335,0.13651137594799567,0.0,0.0,0.34,13,25,37,49,62,76,86,100,110,125,138,148,161,173,185
37,0.14082640645705335,0.13651137594799567,0.0,0.0,0.35,13,25,37,49,62,76,86,100,111,125,138,148,161,173,185
38,0.14082640645705335,0.13651137594799567,0.0,0.0,0.35,13,25,37,49,62,76,86,100,111,125,138,148,161,173,185
39,0.14082640645705335,0.13651137594799567,0.0,0.0,0.36,13,25,37,49,62,76,86,100,111,125,138,148,161,173,185
40,0.14082640645705335,0.13651137594799567,0.0,0.0,0.37,13,25,37,49,62,76,86,100,111,125,138,148,161,173,185
41,0.14082640645705335,0.13651137594799567,0.0,0.0,0.37,13,25,37,49,62,76,86,100,111,126,138,148,161,173,185
42,0.14082640645705335,0.13651137594799567,0.0,0.0,0.38,13,25,37,49,62,76,86,100,111,126,138,148,161,173,185
43,0.14082640645705335,0.13651137594799567,0.0,0.0,0.39,13,25,37,49,62,76,86,101,111,126,138,148,161,173,185
44,0.14082640645705335,0.13651137594799567,0.0,0.0,0.4,13,25,37,49,62,76,86,101,111,126,138,148,161,173,185
45,0.14082640645705335,0.13651137594799567,0.0,0.0,0.4,13,25,37,49,62,76,86,101,111,126,138,148,161,173,185
46,0.14082640645705335,0.13651137594799567,0.0,0.0,0.41,13,25,37,49,62,76,86,101,111,126,138,148,161,173,185
47,0.14082640645705335,0.13651137594799567,0.0,0.0,0.42,13,25,37,49,62,76,86,101,111,126,138,148,161,173,185
48,0.14082640645705335,0.13651137594799567,0.0,0.0,0.42,13,25,37,49,62,76,86,101,111,126,138,148,161,173,185
49,0.14082640645705335,0.13651137594799567,0.0,0.0,0.43,13,25,37,49,62,76,86,100,111,126,138,148,161,173,185
50,0.14082640645705335,0.13651137594799567,0.0,0.0,0.44,13,25,37,49,62,76,86,100,111,126,138,148,161,173,185
51,0.14082640645705335,0.13651137594799567,0.0,0.0,0.45,13,25,37,49,62,76,86,100,111,126,139,148,161,174,185
52,0.14082640645705335,0.13651137594799567,0.0,0.0,0.45,13,25,37,49,62,76,86,100,111,126,139,148,161,174,185
53,0.14082640645705335,0.13651137594799567,0.0,0.0,0.46,13,25,37,49,62,76,86,100,111,126,139,148,161,174,185
54,0.14082640645705335,0.13651137594799567,0.0,0.0,0.47,13,25,37,49,62,76,85,100,111,126,139,148,161,174,185
55,0.14082640645705335,0.13651137594799567,0.0,0.0,0.48,13,25,37,49,62,76,85,100,111,126,139,148,161,174,185
56,0.14082640645705335,0.13651137594799567,0.0,0.0,0.49,13,25,37,50,62,76,85,100,111,126,139,148,161,174,185
57,0.14082640645705335,0.13651137594799567,0.0,0.0,0.49,13,25,37,50,62,76,85,100,111,126,139,148,161,174,185
58,0.14082640645705335,0.13651137594799567,0.0,0.0,0.5,13,25,37,50,62,76,85,100,111,126,139,148,161,174,185
59,0.14082640645705335,0.13651137594799567,0.0,0.0,0.51,13,25,37,50,62,76,85,100,111,126,139,148,161,174,185
60,0.14082640645705335,0.13651137594799567,0.0,0.0,0.52,13,25,36,50,62,76,85,100,111,126,139,148,161,174,185
61,0.14082640645705335,0.13651137594799567,0.0,0.0,0.52,13,25,36,50,62,76,85,100,111,126,139,148,161,174,185
62,0.14082640645705335,0.13651137594799567,0.0,0.0,0.53,13,25,36,50,62,76,85,100,111,126,139,148,161,174,185
63,0.14082640645705335,0.13651137594799567,0.0,0.0,0.54,13,25,36,50,62,76,85,100,111,126,139,148,161,174,185
64,0.14082640645705335,0.13651137594799567,0.0,0.0,0.55,13,25,36,50,62,76,85,101,111,126,139,148,161,174,185
65,0.14082640645705335,0.13651137594799567,0.0,0.0,0.55,13,26,36,50,62,76,85,101,111,126,139,148,161,174,185
66,0.14082640645705335,0.13651137594799567,0.0,0.0,0.56,13,26,36,50,62,76,85,100,111,126,139,148,161,174,185
67,0.14082640645705335,0.13651137594799567,0.0,0.0,0.57,13,26,36,50,62,76,85,100,111,126,139,148,161,174,185
68,0.14082640645705335,0.13651137594799567,0.0,0.0,0.58,13,26,36,50,62,76,85,100,111,125,139,148,161,174,185
69,0.14082640645705335,0.13651137594799567,0.0,0.0,0.59,13,26,36,50,62,76,85,100,111,125,139,148,161,174,185
70,0.14082640645705335,0.13651137594799567,0.0,0.0,0.59,13,26,36,50,62,76,85,100,111,125,139,148,161,174,185
71,0.14082640645705335,0.13651137594799567,0.0,0.0,0.6,13,26,36,50,62,76,85,100,111,125,139,148,161,174,185
72,0.14082640645705335,0.13651137594799567,0.0,0.0,0.61,13,26,36,50,62,76,85,100,111,125,139,148,161,174,185
73,0.14082640645705335,0.13651137594799567,0.0,0.0,0.62,13,26,36,50,62,76,85,100,111,125,139,148,161,174,185
74,0.14082640645705335,0.13651137594799567,0.0,0.0,0.62,13,26,36,50,62,76,85,100,111,125,139,148,161,174,185
75,0.14082640645705335,0.13651137594799567,0.0,0.0,0.63,13,26,36,50,62,76,85,100,111,125,139,148,161,174,185
