epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20
0,0.06107549857549858,0.06570512820512821,-0.04288525654292963,-0.04416112236873082,0.01,6,12,19,25,31,37,43,50,56,62,68,74,80,87,93,99,105,111,117,124
1,0.073005698005698,0.07852564102564102,-0.05097466321385058,-0.052057493710525815,0.02,6,12,19,25,31,37,43,50,56,62,68,74,80,87,93,99,105,111,117,124
2,0.08190883190883191,0.09294871794871795,-0.06204900615891762,-0.05916222829998552,0.03,6,12,19,25,31,37,43,50,56,62,68,74,80,87,93,99,105,111,117,123
3,0.09312678062678063,0.10897435897435898,-0.07173544490793082,-0.0658212449081157,0.04,6,12,19,25,31,37,43,50,56,62,68,74,80,87,93,99,105,111,117,123
4,0.10381054131054131,0.11698717948717949,-0.07747962580765733,-0.06984298863021099,0.05,6,12,19,25,31,37,43,50,55,62,68,74,80,87,93,99,105,111,117,123
5,0.11948005698005698,0.14262820512820512,-0.07829315678771365,-0.06508422664624813,0.05,6,12,19,25,31,37,43,50,55,62,68,74,81,87,93,99,105,111,117,123
6,0.14084757834757836,0.15705128205128205,-0.0737377849210954,-0.06753398816106149,0.06,6,12,19,25,31,37,43,50,55,62,68,74,81,87,92,99,105,111,117,123
7,0.16096866096866097,0.17467948717948717,-0.07140762775608378,-0.06554550518581381,0.07,6,12,19,25,31,37,43,50,55,62,68,74,81,87,92,99,105,111,117,123
8,0.1850071225071225,0.20352564102564102,-0.06452435706671156,-0.055251965020926,0.08,6,12,18,25,31,37,44,50,55,62,68,74,81,87,92,99,105,111,117,123
9,0.21456552706552706,0.2419871794871795,-0.057502506918839735,-0.040520626952174954,0.09,6,12,18,25,31,37,43,50,55,61,68,74,81,87,92,99,105,111,117,123
10,0.25124643874643876,0.27564102564102566,-0.04625045605390388,-0.03111085114316836,0.09,6,12,18,25,31,37,43,50,55,61,68,74,81,87,92,99,105,111,117,123
11,0.2843660968660969,0.296474358974359,-0.042419805340061734,-0.03540866620301775,0.1,6,12,18,25,31,37,43,50,55,61,68,74,81,87,92,99,105,111,117,123
12,0.3060897435897436,0.3092948717948718,-0.05440998926248919,-0.05984441869812973,0.11,6,12,18,25,31,37,43,50,55,61,68,74,81,87,92,99,105,111,117,123
13,0.3418803418803419,0.3317307692307692,-0.02957283071696737,-0.051141596781230314,0.11,6,12,18,25,31,37,43,50,55,61,68,74,81,87,92,99,105,111,117,123
14,0.37232905982905984,0.3814102564102564,-0.0014990816910482874,-0.0032822939402521456,0.12,6,12,18,25,31,37,43,50,55,61,68,74,81,87,92,99,105,111,117,123
15,0.37428774928774927,0.38461538461538464,0.0,0.0,0.13,6,12,18,25,31,37,43,50,55,61,68,75,81,87,92,99,105,111,117,123
16,0.37428774928774927,0.38461538461538464,0.0,0.0,0.14,6,12,18,25,31,37,43,50,55,61,67,75,81,87,92,99,105,111,117,123
17,0.37428774928774927,0.38461538461538464,0.0,0.0,0.15,6,12,18,25,31,38,43,50,55,61,67,75,81,87,92,99,105,111,117,123
18,0.37428774928774927,0.38461538461538464,0.0,0.0,0.15,6,12,18,25,31,38,43,50,55,61,67,75,81,87,92,99,105,111,117,123
