epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25
0,0,0.002952824081211336,0.12650791009336043,0.12367989802045931,0.01,164,324,484,644,804,964,1123,1283,1443,1603,1761,1920,2082,2242,2400,2559,2719,2879,3039,3199,3359,3518,3678,3838,3998
1,0.00631745583752974,0.008446790817448036,0.12586330527261005,0.12333867502149606,0.01,164,324,484,644,804,964,1124,1284,1444,1604,1761,1921,2083,2243,2399,2558,2718,2878,3038,3198,3358,3518,3678,3838,3998
2,0.01598437141593112,0.013804813971899699,0.12524958370048186,0.12300497052982069,0.02,164,325,485,645,805,965,1125,1285,1445,1605,1762,1921,2084,2244,2398,2557,2717,2877,3037,3197,3357,3517,3677,3837,3998
3,0.02516479404444727,0.019739233009843926,0.12466395178456036,0.12263433995729141,0.02,165,325,485,645,806,966,1126,1286,1446,1605,1763,1920,2085,2245,2397,2556,2716,2876,3036,3196,3357,3517,3677,3837,3997
4,0.033952339239649465,0.026653701480458092,0.12410079240785152,0.12220104465023467,0.03,165,325,486,646,806,966,1127,1287,1447,1606,1764,1919,2086,2245,2396,2555,2716,2876,3035,3196,3356,3516,3677,3837,3997
5,0.04233714678459721,0.03405169121260876,0.12356105352060615,0.12173576287501892,0.03,165,326,486,647,807,967,1127,1288,1448,1607,1765,1919,2087,2245,2395,2554,2715,2875,3035,3195,3355,3516,3676,3836,3997
6,0.05041860957912658,0.04113172393543574,0.12303860197563005,0.1212888000473156,0.03,165,326,486,647,808,968,1128,1288,1449,1608,1766,1918,2088,2245,2394,2553,2714,2874,3034,3194,3354,3515,3676,3836,3997
7,0.05803782762265819,0.04743735049210995,0.12254399140440665,0.12088934890405874,0.04,165,326,487,648,808,969,1129,1289,1450,1609,1767,1918,2089,2245,2393,2552,2713,2873,3033,3193,3354,3514,3675,3836,3997
8,0.06539964910400464,0.05362157585123817,0.12206418594244925,0.12049629119254374,0.04,165,326,487,648,809,969,1130,1290,1451,1610,1768,1917,2090,2244,2392,2551,2712,2872,3032,3193,3353,3514,3675,3835,3997
9,0.07237773558196703,0.059417164144050294,0.12160764370817734,0.1201267587523566,0.05,166,327,488,649,810,970,1131,1291,1452,1611,1769,1917,2091,2244,2390,2551,2711,2871,3032,3192,3352,3513,3675,3835,3996
10,0.07899861401822228,0.06474319365110437,0.12117288295761952,0.11978616693214317,0.05,166,327,488,649,810,971,1131,1292,1452,1612,1770,1916,2092,2244,2389,2550,2710,2870,3031,3191,3352,3513,3674,3835,3996
11,0.08535941511239387,0.06991721378841098,0.12075372610552894,0.11945436941063758,0.05,166,327,489,650,811,972,1132,1293,1453,1613,1770,1916,2093,2244,2389,2549,2709,2869,3030,3190,3351,3512,3674,3834,3996
12,0.09142683332464097,0.0750338662057205,0.12035253775107689,0.11912535741568282,0.06,166,328,489,650,812,972,1133,1294,1454,1614,1771,1916,2094,2244,2388,2548,2708,2868,3030,3190,3350,3511,3674,3834,3996
13,0.0972335843668457,0.07964834677202648,0.11996733226395503,0.1188278313356642,0.06,166,328,490,651,812,973,1133,1295,1455,1615,1772,1915,2095,2244,2387,2547,2707,2867,3029,3189,3350,3511,3673,3834,3996
14,0.10288916313383911,0.08380822695890389,0.11959095567020918,0.1185589842983921,0.06,166,328,490,651,813,974,1134,1296,1456,1616,1773,1915,2096,2245,2386,2546,2706,2866,3029,3188,3349,3510,3673,3833,3995
15,0.10829140498956014,0.08743551164662189,0.11923033432405686,0.11832404144320169,0.07,167,329,490,652,814,975,1134,1296,1457,1617,1774,1915,2097,2245,2385,2545,2705,2865,3028,3187,3348,3510,3673,3833,3995
16,0.11341541362454421,0.09012101651621918,0.11888727626353333,0.11814981563843709,0.07,167,329,491,652,814,975,1135,1297,1458,1618,1775,1915,2098,2245,2384,2544,2704,2864,3028,3187,3348,3509,3672,3833,3995
17,0.11815722129046669,0.09266214458059518,0.11856892482983361,0.11798472233194365,0.08,167,329,491,653,815,976,1135,1298,1459,1619,1777,1915,2099,2245,2383,2543,2703,2863,3027,3186,3347,3508,3672,3832,3995
18,0.12274139773808901,0.09518907129761511,0.1182603325672008,0.11782030672293793,0.08,167,329,492,653,816,977,1135,1299,1460,1620,1778,1915,2100,2246,2382,2542,2702,2862,3027,3185,3346,3508,3672,3832,3995
19,0.12716820525354477,0.09788907504437605,0.11796158001438804,0.11764439286875757,0.08,167,330,492,654,816,978,1136,1300,1461,1621,1779,1915,2100,2246,2382,2541,2701,2861,3027,3184,3346,3507,3672,3832,3994
20,0.13145848551395345,0.10081719517293763,0.11767130958006941,0.11745330547254448,0.09,167,330,493,654,817,978,1136,1301,1462,1622,1780,1915,2101,2246,2381,2540,2700,2860,3027,3184,3345,3507,3671,3831,3994
21,0.1355434819519994,0.10343400412769532,0.11739426095262664,0.11728227676935207,0.09,167,330,493,655,817,979,1136,1301,1462,1623,1781,1915,2102,2246,2380,2539,2699,2859,3026,3183,3344,3506,3671,3831,3994
22,0.1394845379205114,0.10606242021646128,0.11712635749943175,0.11711023883233779,0.09,168,331,493,655,818,980,1136,1302,1463,1624,1782,1915,2103,2246,2379,2539,2698,2858,3026,3182,3344,3505,3671,3831,3994
23,0.14331919231651102,0.10859242707107208,0.11686509207048006,0.11694440263828342,0.1,168,331,494,656,819,980,1136,1303,1464,1625,1783,1916,2104,2246,2378,2538,2697,2857,3026,3181,3343,3505,3671,3830,3994
24,0.1470636984907503,0.11097381824888197,0.11660940712590077,0.11678808810757535,0.1,168,331,494,656,819,981,1137,1304,1465,1625,1784,1916,2105,2246,2377,2537,2696,2856,3026,3181,3342,3504,3670,3830,3993
25,0.150672267628432,0.11311572765335676,0.11636247691940937,0.11664731774927382,0.11,168,332,495,657,820,982,1137,1305,1466,1626,1785,1916,2105,2246,2377,2536,2695,2855,3026,3180,3341,3504,3670,3830,3993
26,0.15417576063602834,0.11491777383400148,0.11612223196862537,0.11652875365107357,0.11,168,332,495,657,821,983,1137,1305,1467,1627,1787,1916,2106,2246,2376,2535,2694,2854,3026,3179,3341,3503,3670,3829,3993
27,0.15767301798448952,0.1171147513772397,0.11588191087827615,0.1163840327086561,0.11,168,332,496,658,821,983,1137,1306,1467,1628,1788,1916,2107,2246,2375,2534,2693,2853,3026,3178,3340,3502,3670,3829,3993
28,0.16116883996320286,0.11924208729581587,0.11564119505873835,0.1162437344600762,0.12,169,333,496,658,822,984,1137,1307,1468,1629,1789,1916,2108,2246,2374,2533,2693,2852,3026,3178,3339,3502,3670,3829,3993
29,0.16442743691828998,0.12150500229323513,0.1154163669187507,0.11609430631296348,0.12,169,333,496,659,822,985,1137,1308,1469,1630,1790,1915,2108,2247,2374,2532,2692,2852,3026,3177,3339,3501,3670,3828,3992
30,0.16752571771356806,0.12411064411212169,0.11520218399550337,0.11592199564417305,0.12,169,333,497,659,823,985,1137,1308,1470,1631,1791,1915,2109,2247,2373,2531,2691,2851,3026,3176,3338,3501,3670,3828,3992
31,0.17049108912446576,0.126759827567412,0.11499681879132029,0.11574656002219441,0.13,169,334,497,660,823,986,1137,1309,1471,1632,1793,1915,2110,2247,2372,2530,2690,2850,3026,3175,3337,3500,3670,3828,3992
32,0.1733383763064581,0.12958361668551321,0.11479928427406243,0.11555926542154925,0.13,169,334,498,660,823,987,1137,1310,1472,1633,1794,1915,2111,2246,2371,2529,2689,2849,3026,3174,3337,3499,3670,3827,3992
33,0.17606596912088457,0.13247460474363493,0.11460973876084092,0.1153672066972228,0.14,169,334,498,661,824,987,1137,1311,1473,1634,1795,1915,2111,2246,2371,2528,2687,2848,3026,3174,3336,3499,3670,3827,3992
34,0.17873377048021444,0.13511054186523042,0.11442404253832861,0.11519178718846193,0.14,170,335,499,661,824,988,1137,1311,1473,1635,1796,1916,2112,2246,2370,2527,2686,2847,3026,3173,3335,3498,3669,3827,3991
35,0.18133317370826219,0.13760537030390996,0.1142428135604624,0.11502554527491123,0.14,170,335,499,662,824,989,1137,1312,1474,1636,1797,1916,2113,2246,2369,2526,2685,2846,3026,3172,3335,3498,3669,3826,3991
36,0.18392678541799323,0.13982646260152132,0.11406170488759743,0.11487732140324944,0.15,170,335,500,662,825,989,1136,1313,1475,1637,1799,1916,2113,2246,2369,2525,2684,2846,3027,3171,3334,3497,3669,3826,3991
37,0.18656072044487337,0.1417437202462346,0.11387748671683828,0.11474922257073822,0.15,170,336,500,663,825,990,1136,1313,1476,1639,1800,1916,2114,2246,2368,2524,2683,2845,3027,3171,3333,3496,3669,3826,3991
38,0.18921790127572702,0.14343637343170845,0.11369133992366039,0.11463601127882216,0.15,170,336,500,663,825,990,1136,1314,1477,1640,1801,1917,2115,2245,2368,2523,2682,2844,3027,3170,3333,3496,3669,3825,3991
39,0.1919052097289713,0.14504086652920423,0.11350276270310454,0.11452859190449345,0.16,170,336,501,663,825,991,1135,1315,1477,1641,1802,1917,2115,2245,2367,2522,2681,2843,3027,3169,3332,3495,3668,3825,3990
40,0.19467364058504266,0.14682355956877224,0.11330817576745646,0.11440912644355462,0.16,171,337,501,664,825,991,1135,1315,1478,1642,1803,1918,2116,2245,2367,2521,2680,2842,3027,3168,3331,3495,3668,3825,3990
41,0.19755568016837244,0.1489339732852003,0.11310524256872513,0.11426754445420334,0.17,171,337,502,664,825,992,1134,1316,1479,1643,1805,1919,2117,2244,2366,2520,2679,2842,3027,3167,3331,3494,3668,3824,3990
42,0.20056290515949782,0.15132857154860846,0.11289311376554038,0.1141066733485378,0.17,171,337,502,665,825,993,1134,1317,1480,1644,1806,1920,2117,2244,2366,2519,2678,2841,3027,3167,3330,3493,3668,3824,3990
43,0.20361389088535475,0.1540957853127798,0.1126774820076079,0.11392048820025082,0.17,171,338,502,665,824,993,1133,1317,1480,1645,1807,1921,2118,2244,2365,2518,2677,2840,3027,3166,3330,3493,3668,3824,3990
44,0.20664050457325722,0.15723981597821335,0.11246317171247272,0.11370859437898329,0.18,171,338,503,666,824,994,1133,1318,1481,1646,1808,1922,2119,2244,2365,2517,2676,2839,3027,3165,3329,3492,3667,3823,3989
