epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25
0,0,0,0.13590559283501352,0.12475113757131791,0.01,164,323,484,644,804,964,1123,1283,1441,1603,1763,1922,2080,2242,2402,2559,2721,2881,3039,3199,3359,3518,3678,3838,3998
1,0,0,0.1342915960897678,0.12220368156823377,0.01,164,323,484,644,804,964,1123,1283,1442,1604,1764,1923,2079,2243,2403,2558,2722,2882,3038,3198,3358,3518,3678,3838,3998
2,0,0,0.13308647591202336,0.12013385626034404,0.02,164,323,485,645,805,965,1123,1283,1442,1605,1764,1924,2079,2244,2404,2557,2722,2883,3037,3197,3357,3517,3677,3837,3998
3,0,0,0.1322296339436175,0.1184410560886814,0.02,165,323,485,645,806,965,1123,1283,1443,1606,1764,1925,2078,2245,2405,2556,2723,2883,3036,3197,3356,3517,3677,3837,3997
4,0,0,0.13167922277603367,0.11723721165067925,0.02,165,322,486,646,806,966,1123,1282,1444,1606,1764,1926,2077,2245,2405,2555,2723,2884,3035,3196,3356,3516,3676,3837,3997
5,0,0,0.13138365695335155,0.1165338965264018,0.03,165,322,486,647,807,967,1123,1282,1444,1607,1765,1927,2076,2245,2406,2554,2723,2884,3035,3195,3355,3516,3676,3836,3997
6,0,0,0.1312217392468539,0.11605951317146972,0.03,165,322,487,647,808,968,1124,1282,1445,1608,1765,1928,2076,2245,2407,2554,2724,2884,3034,3194,3354,3515,3676,3836,3997
7,0,0.005910216128416357,0.1310982090392853,0.11567020434737407,0.04,165,322,487,648,808,968,1124,1283,1446,1609,1765,1929,2076,2245,2408,2553,2724,2884,3033,3193,3354,3515,3675,3836,3997
8,0,0.011335314186067924,0.1309526594941368,0.1153541483978398,0.04,165,322,487,648,809,969,1124,1283,1447,1609,1765,1930,2076,2245,2408,2552,2724,2884,3032,3193,3353,3514,3675,3836,3996
9,0,0.01624250081384626,0.13076156547827994,0.11506751069804311,0.04,166,322,488,649,809,970,1124,1283,1448,1610,1765,1931,2076,2245,2409,2551,2724,2883,3031,3192,3352,3513,3674,3835,3996
10,0,0.02103698495786599,0.13052942897941036,0.11478676988091575,0.05,166,322,488,649,810,971,1124,1284,1449,1611,1765,1931,2076,2244,2409,2551,2724,2883,3031,3191,3352,3513,3674,3835,3996
11,0,0.025631857755563092,0.13025618071407133,0.11451707670952264,0.05,166,322,489,650,811,971,1124,1285,1450,1611,1765,1932,2077,2244,2409,2550,2724,2882,3030,3190,3351,3512,3674,3835,3996
12,0.0037984066148097906,0.029748915672734966,0.12996099026595506,0.11427487955026532,0.05,166,322,489,650,811,972,1124,1285,1451,1612,1765,1933,2077,2244,2410,2549,2724,2882,3029,3190,3350,3512,3673,3834,3996
13,0.008396918709872137,0.03293876859028566,0.12966069610927383,0.1140868750420505,0.06,166,322,490,651,812,973,1123,1286,1452,1612,1765,1934,2078,2243,2410,2549,2724,2881,3028,3189,3350,3511,3673,3834,3995
14,0.012823343986934077,0.03531916442000238,0.12937097155016575,0.11394638019829184,0.06,166,322,490,651,812,974,1123,1287,1453,1613,1764,1934,2079,2243,2410,2548,2724,2880,3027,3188,3349,3511,3673,3834,3995
15,0.01681925307498855,0.03653225639105118,0.12910887658527245,0.11387471015513284,0.07,166,322,490,652,813,974,1123,1287,1454,1613,1764,1935,2079,2243,2410,2548,2724,2879,3026,3187,3348,3510,3672,3833,3995
