epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25
0,0,0,0.16607821911378398,0.17005198528838045,0.15,164,324,484,644,804,964,1123,1283,1443,1603,1761,1920,2080,2240,2400,2561,2721,2879,3039,3199,3359,3518,3678,3838,3998
1,0,0,0.1632647590431703,0.167316796093741,0.17,164,324,484,644,804,964,1124,1284,1444,1604,1760,1920,2079,2239,2399,2562,2721,2878,3038,3198,3358,3518,3678,3838,3998
2,0,0,0.16000870560826638,0.16414405294449277,0.18,164,325,485,645,805,965,1125,1285,1445,1605,1759,1919,2078,2238,2399,2563,2721,2877,3037,3197,3357,3517,3677,3837,3998
3,0,0,0.15655472366832865,0.16078446621361112,0.2,165,325,485,645,806,966,1126,1286,1445,1606,1758,1918,2077,2237,2398,2564,2720,2876,3036,3196,3357,3517,3677,3837,3997
4,0,0,0.15312459322816965,0.15744817409963338,0.21,165,325,486,646,806,966,1127,1286,1446,1607,1756,1917,2076,2237,2398,2565,2720,2876,3036,3196,3356,3516,3676,3837,3997
5,0,0,0.1497862425269942,0.15421816472113492,0.23,165,325,486,647,807,967,1127,1287,1447,1608,1756,1917,2075,2237,2397,2566,2719,2875,3035,3195,3355,3516,3676,3836,3997
6,0,0,0.14657743676779064,0.1511356305381963,0.24,165,325,486,647,808,968,1128,1288,1448,1608,1755,1916,2075,2237,2396,2567,2718,2874,3034,3194,3355,3515,3676,3836,3997
7,0,0,0.14353046731924402,0.1482157745251672,0.26,165,326,487,648,808,968,1129,1289,1449,1609,1754,1915,2075,2237,2395,2568,2718,2874,3033,3193,3354,3514,3675,3836,3997
8,0,0,0.14068171231792412,0.14548815524049327,0.27,165,326,487,648,809,969,1130,1289,1450,1610,1753,1914,2076,2237,2394,2569,2717,2873,3032,3193,3353,3514,3675,3835,3997
9,0,0,0.13809099228602983,0.14301272351799552,0.28,166,326,488,649,809,970,1131,1290,1451,1611,1753,1914,2076,2237,2393,2570,2716,2873,3031,3192,3353,3513,3674,3835,3996
10,0.012915895448628811,0.02811539046042022,0.1358148462700266,0.14084793671698723,0.3,166,326,488,649,810,971,1131,1291,1452,1612,1752,1913,2077,2237,2393,2571,2715,2872,3031,3191,3352,3513,3674,3835,3996
11,0.040790460858607935,0.05313989635736216,0.1338834568797737,0.13902281291292948,0.31,166,326,489,650,811,971,1132,1291,1453,1612,1751,1912,2078,2237,2392,2572,2714,2872,3030,3191,3351,3512,3673,3834,3996
12,0.06325086624221277,0.07309530181366564,0.1323066925041068,0.13755003387280196,0.32,166,327,489,650,811,972,1133,1292,1454,1613,1751,1911,2079,2238,2391,2573,2713,2872,3029,3190,3351,3511,3673,3834,3996
13,0.08049357720369166,0.08827737681988257,0.13108334661449544,0.1364188856759229,0.34,166,327,489,651,812,973,1134,1293,1455,1614,1750,1911,2080,2238,2391,2574,2712,2872,3028,3190,3350,3511,3672,3834,3996
14,0.09273352672446045,0.09891820217057767,0.130207974115512,0.13562048114552663,0.35,166,327,490,651,813,973,1134,1293,1455,1614,1750,1910,2081,2238,2390,2575,2711,2872,3027,3189,3349,3510,3672,3833,3995
15,0.10027625695544395,0.1052620492969647,0.1296655802988709,0.13514222171504844,0.36,167,328,490,652,813,974,1135,1294,1456,1615,1749,1909,2082,2238,2389,2576,2710,2872,3027,3189,3349,3510,3671,3833,3995
16,0.10359619601048997,0.10777686114149032,0.12942614618981668,0.13495217417684238,0.38,167,328,491,652,814,975,1135,1295,1457,1615,1749,1909,2083,2238,2388,2577,2709,2871,3026,3188,3348,3509,3671,3833,3995
17,0.10335291860186946,0.10705608371425779,0.12944369551688012,0.13500667520197132,0.39,167,328,491,653,815,975,1136,1295,1458,1616,1749,1908,2084,2238,2388,2578,2709,2871,3025,3188,3347,3508,3670,3832,3995
18,0.10038379070411907,0.10387143788101527,0.12965783733647598,0.1352472062637657,0.4,167,328,491,653,815,976,1137,1296,1458,1616,1748,1908,2085,2238,2387,2579,2708,2870,3024,3187,3347,3508,3670,3832,3995
19,0.0956591828154334,0.09909888779837717,0.1299978621472123,0.13560687669179433,0.42,167,329,492,654,816,977,1137,1296,1459,1617,1748,1907,2086,2239,2387,2579,2707,2870,3023,3186,3346,3507,3669,3832,3994
20,0.09016528034344329,0.09369817310090278,0.13039213717928289,0.13601274079754716,0.43,167,329,492,654,816,977,1137,1297,1459,1617,1748,1907,2086,2239,2386,2580,2706,2869,3022,3186,3345,3507,3669,3831,3994
21,0.08475433969055979,0.088434099527813,0.13077929167152927,0.1364071633285411,0.44,167,330,492,654,817,978,1138,1297,1460,1617,1748,1907,2087,2239,2386,2581,2705,2868,3022,3185,3345,3506,3668,3831,3994
22,0.08000796091564522,0.08387177692997849,0.1311179566910002,0.13674809277231398,0.46,168,330,493,655,818,979,1138,1298,1460,1618,1748,1907,2088,2239,2385,2581,2704,2867,3021,3184,3344,3505,3668,3831,3994
23,0.07700590661058848,0.0810192698891472,0.13133171580419062,0.13696082346507102,0.47,168,330,493,655,818,980,1139,1298,1460,1618,1748,1907,2089,2239,2385,2582,2703,2867,3020,3183,3343,3505,3667,3830,3994
24,0.07618947304941404,0.08024893802718325,0.13138978133722917,0.13701821636038092,0.48,168,331,493,656,819,980,1139,1298,1460,1618,1749,1907,2090,2239,2385,2582,2702,2866,3019,3182,3343,3504,3667,3830,3993
25,0.07722471521408181,0.08127047223797734,0.13131614221916885,0.1369420952062928,0.49,168,331,493,656,819,981,1139,1299,1460,1619,1749,1907,2090,2239,2385,2582,2701,2865,3018,3181,3342,3504,3666,3830,3993
26,0.07967382015813607,0.08364037215760733,0.1311417635742452,0.1367653699136188,0.51,168,331,493,657,820,982,1140,1299,1460,1619,1749,1907,2091,2239,2384,2582,2700,2864,3017,3180,3342,3503,3666,3829,3993
27,0.08310086957379437,0.0869779083538752,0.1308973670011829,0.13651607340760544,0.52,168,332,493,657,820,982,1140,1299,1460,1619,1749,1908,2091,2239,2384,2582,2699,2863,3016,3179,3341,3503,3665,3829,3993
28,0.08712554869463096,0.09088292883765081,0.1306097724699491,0.1362238167946946,0.53,169,332,493,657,821,983,1140,1299,1460,1620,1750,1908,2092,2239,2384,2582,2698,2862,3015,3179,3340,3502,3665,3828,3993
29,0.09137485453686767,0.0950317302473398,0.13030543441965498,0.13591263039322263,0.55,169,332,493,658,822,984,1140,1300,1460,1620,1750,1908,2092,2239,2383,2582,2696,2860,3014,3178,3340,3501,3665,3828,3992
30,0.09552453805841143,0.09911356547855477,0.13000754053685587,0.13560577783737549,0.56,169,333,494,658,822,985,1141,1300,1460,1620,1750,1909,2092,2239,2383,2581,2695,2859,3013,3177,3339,3501,3664,3828,3992
31,0.09931622726042255,0.10286626272628208,0.1297347508378749,0.13532304201841427,0.57,169,333,494,658,823,985,1141,1300,1460,1621,1751,1909,2093,2239,2383,2581,2694,2858,3012,3176,3338,3500,3664,3827,3992
32,0.10255366524168741,0.10611445521271812,0.12950137783250978,0.13507783356916983,0.59,169,334,494,659,823,986,1141,1300,1459,1621,1751,1910,2093,2239,2382,2581,2693,2857,3012,3175,3338,3500,3663,3827,3992
33,0.10513107587376957,0.10877909892560855,0.1293152836375099,0.1348763577628889,0.6,169,334,494,659,824,987,1141,1300,1459,1621,1751,1910,2094,2239,2382,2581,2692,2856,3011,3174,3337,3499,3663,3827,3992
34,0.10701828377494271,0.11082044005319325,0.12917884989035203,0.134721804142442,0.61,170,334,494,660,824,987,1141,1301,1459,1621,1752,1910,2094,2239,2382,2580,2691,2855,3010,3173,3336,3498,3662,3826,3991
35,0.10825516105097843,0.11224587197686842,0.12908936268330728,0.134613767010931,0.62,170,335,494,660,825,988,1141,1301,1459,1622,1752,1911,2095,2239,2382,2580,2690,2854,3009,3172,3336,3498,3662,3826,3991
36,0.10893540100976307,0.1131296819762806,0.1290401139368644,0.13454674485324017,0.64,170,335,494,660,825,989,1142,1301,1459,1622,1753,1911,2095,2239,2381,2580,2689,2853,3008,3171,3335,3497,3661,3825,3991
37,0.10918257854822244,0.11360542065385404,0.12902221376518405,0.13451066293824115,0.65,170,335,494,661,826,990,1142,1301,1459,1622,1753,1912,2095,2239,2381,2580,2688,2852,3007,3170,3334,3497,3661,3825,3991
38,0.10913858951028599,0.11379300359579814,0.12902541143770851,0.13449641996355574,0.66,170,336,494,661,826,990,1142,1302,1458,1622,1754,1912,2096,2239,2381,2580,2687,2851,3006,3170,3334,3496,3660,3825,3990
39,0.10894088508959587,0.11382366669222543,0.12903971698417405,0.13449410023078395,0.67,170,336,494,662,827,991,1142,1302,1458,1623,1754,1912,2096,2239,2381,2580,2686,2850,3006,3169,3333,3496,3660,3824,3990
40,0.10872506088598144,0.11381083562080718,0.12905534878008337,0.13449507660079682,0.69,170,336,494,662,827,992,1143,1302,1458,1623,1754,1913,2097,2239,2380,2581,2685,2850,3005,3168,3332,3495,3659,3824,3990
41,0.10861885575145047,0.11386653662019464,0.12906303407960354,0.13449083868807896,0.7,171,337,495,663,828,992,1143,1303,1458,1623,1755,1913,2098,2239,2380,2581,2684,2849,3004,3167,3332,3494,3659,3824,3990
42,0.10872116307167734,0.11406851547392349,0.1290556302216598,0.13447552015126313,0.71,171,337,495,663,829,993,1143,1303,1458,1623,1755,1913,2098,2240,2380,2581,2683,2848,3004,3167,3331,3494,3658,3823,3990
43,0.1091076364281991,0.11447511317465409,0.12902764182151463,0.13444464924467114,0.73,171,337,495,664,829,994,1144,1303,1458,1623,1756,1913,2099,2240,2379,2581,2682,2847,3003,3166,3330,3493,3658,3823,3989
44,0.10988664025733352,0.11520894479647248,0.12897121353051882,0.13438893622942957,0.74,171,338,495,664,830,994,1144,1304,1458,1624,1756,1914,2099,2240,2379,2581,2681,2846,3002,3165,3330,3493,3658,3823,3989
45,0.11126293412595867,0.1164707518743362,0.12887147232013474,0.13429307325306886,0.75,171,338,495,664,830,995,1144,1304,1458,1624,1756,1914,2100,2240,2379,2582,2680,2845,3002,3165,3329,3492,3657,3822,3989
46,0.11368715172063326,0.11884324055370721,0.12869559762451066,0.13411264896540992,0.76,171,338,496,665,831,996,1145,1305,1459,1624,1757,1914,2100,2240,2378,2582,2679,2845,3001,3164,3328,3492,3657,3822,3989
47,0.11730408259370217,0.12241524373403745,0.12843273353549636,0.13384053708855406,0.78,172,339,496,665,831,996,1145,1305,1459,1624,1757,1914,2101,2240,2378,2582,2678,2844,3001,3163,3328,3491,3656,3822,3989
48,0.12163177237845069,0.12666195495905808,0.12811750355166346,0.13351631904318984,0.79,172,339,496,666,832,997,1145,1306,1459,1624,1757,1914,2102,2240,2378,2583,2677,2843,3000,3163,3327,3490,3656,3821,3988
49,0.1257336907064388,0.13073316532364487,0.12781800061213677,0.13320475043146893,0.8,172,340,496,667,833,998,1146,1306,1459,1624,1757,1914,2102,2240,2377,2583,2676,2842,3000,3162,3326,3490,3655,3821,3988
50,0.1287022489632882,0.13357044678063001,0.12760081497643266,0.13298718100585816,0.82,172,340,497,667,833,999,1146,1306,1459,1624,1758,1914,2103,2240,2377,2584,2675,2842,3000,3162,3326,3489,3655,3821,3988
51,0.13027041396023664,0.1350731033705601,0.12748593250440204,0.1328718038997264,0.83,172,340,497,668,834,999,1146,1307,1459,1624,1758,1914,2104,2240,2376,2584,2674,2841,2999,3161,3325,3489,3654,3821,3988
52,0.1309562868657146,0.13576603807932286,0.1274356621511037,0.13281857953462076,0.84,172,341,497,668,834,1000,1147,1307,1459,1625,1758,1914,2105,2240,2376,2585,2672,2840,2999,3161,3324,3488,3654,3820,3988
53,0.13143868894910304,0.13622525911495742,0.1274002783463318,0.13278327648432672,0.85,173,341,497,669,835,1001,1147,1308,1459,1625,1759,1914,2105,2241,2375,2585,2671,2839,2999,3160,3323,3488,3654,3820,3987
54,0.13204763367127736,0.1368575306028621,0.12735561245389293,0.13273467560633612,0.87,173,342,498,669,835,1001,1147,1308,1459,1625,1759,1914,2106,2241,2375,2585,2670,2838,2998,3159,3322,3487,3653,3820,3987
55,0.13290418981026098,0.13773799180400004,0.12729275829260212,0.13266696389048593,0.88,173,342,498,669,836,1002,1148,1309,1460,1625,1759,1914,2107,2241,2374,2586,2669,2838,2998,3159,3322,3487,3653,3819,3987
56,0.1339834663126358,0.1388627029476106,0.12721351182976967,0.1325804070887176,0.89,173,342,498,670,836,1002,1148,1309,1460,1625,1760,1914,2107,2241,2373,2586,2668,2837,2997,3158,3321,3486,3653,3819,3987
57,0.13522078909150959,0.14016111811313992,0.12712259718547445,0.1324804165376214,0.91,173,343,498,670,837,1003,1148,1310,1460,1625,1760,1915,2108,2241,2373,2586,2666,2836,2997,3157,3320,3486,3652,3819,3987
58,0.13652827336846585,0.14154797831364685,0.12702646337971443,0.13237353317413442,0.92,173,343,499,670,837,1004,1149,1310,1460,1625,1760,1915,2108,2242,2372,2586,2665,2835,2996,3156,3319,3485,3652,3818,3986
59,0.13782274462598554,0.14293938919052185,0.12693121060718232,0.13226621137602826,0.93,174,344,499,671,837,1004,1149,1310,1460,1626,1761,1915,2109,2242,2372,2587,2664,2835,2996,3155,3318,3485,3652,3818,3986
60,0.13904501919531043,0.1442806967725594,0.12684120233086665,0.13216267116973554,0.94,174,344,499,671,838,1005,1149,1311,1460,1626,1761,1915,2109,2242,2371,2587,2663,2834,2995,3155,3317,3484,3651,3818,3986
61,0.1401972757078791,0.14556207095429374,0.12675630277607458,0.13206368307575758,0.96,174,344,499,671,838,1006,1150,1311,1460,1626,1761,1916,2110,2243,2371,2587,2662,2833,2995,3154,3316,3484,3651,3818,3986
62,0.14131743690196874,0.14680837359658072,0.12667370637694642,0.1319673236731002,0.97,174,345,499,672,839,1006,1150,1312,1460,1626,1762,1916,2110,2243,2370,2587,2660,2832,2994,3153,3315,3483,3651,3817,3986
