epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25,band_26,band_27,band_28,band_29,band_30
0,0,0,0.21539150982254035,0.21130133087034253,0.17,138,272,407,540,674,809,943,1075,1211,1345,1479,1613,1747,1879,2015,2147,2283,2417,2549,2683,2819,2953,3087,3219,3353,3487,3623,3756,3890,4024
1,0,0,0.2117041765806724,0.2074693506941479,0.19,138,273,407,540,673,809,943,1075,1212,1346,1480,1614,1748,1878,2016,2146,2283,2418,2548,2682,2820,2954,3088,3219,3353,3487,3623,3755,3889,4024
2,0,0,0.20838660910018195,0.20403296855740854,0.21,139,273,407,540,673,810,944,1075,1213,1347,1481,1614,1749,1877,2017,2146,2282,2419,2547,2682,2820,2955,3088,3218,3352,3486,3624,3755,3889,4024
3,0,0,0.2053519010985487,0.20086983348217488,0.23,139,273,408,541,672,811,945,1075,1214,1348,1482,1615,1750,1876,2018,2145,2282,2420,2547,2682,2821,2956,3089,3217,3352,3486,3624,3755,3889,4023
4,0,0,0.20259661909687612,0.1980066168232178,0.26,139,273,408,541,671,811,945,1076,1214,1349,1483,1616,1751,1875,2018,2145,2282,2420,2546,2681,2821,2956,3090,3216,3351,3485,3624,3754,3889,4023
5,0,0,0.20022206011471547,0.1955353038258484,0.28,139,274,408,541,671,812,946,1076,1215,1349,1484,1616,1752,1874,2019,2145,2282,2420,2546,2681,2822,2957,3091,3216,3350,3485,3625,3754,3888,4023
6,0,0,0.1982122314069282,0.19345344798174574,0.3,139,274,409,542,670,812,947,1077,1216,1350,1485,1617,1752,1873,2020,2144,2282,2420,2545,2681,2823,2958,3091,3215,3350,3484,3625,3753,3888,4023
7,0,0,0.19642716858567252,0.1915938372906567,0.32,139,274,409,542,670,813,947,1078,1217,1351,1486,1618,1753,1872,2020,2145,2282,2420,2544,2680,2823,2959,3092,3214,3349,3483,3624,3753,3888,4023
8,0,0,0.194712307942963,0.1898019764312677,0.35,139,274,409,543,670,814,948,1078,1218,1352,1486,1618,1754,1872,2021,2145,2282,2420,2543,2680,2824,2960,3093,3213,3349,3483,3624,3753,3887,4023
9,0,0,0.19295050036663766,0.18796363768121968,0.37,140,275,410,543,669,814,949,1079,1219,1353,1487,1619,1755,1871,2021,2145,2282,2420,2543,2679,2824,2961,3093,3213,3348,3482,3624,3752,3887,4022
10,0,0,0.19107593528197228,0.1860027234899672,0.39,140,275,410,543,669,815,950,1080,1220,1354,1488,1619,1755,1871,2022,2145,2282,2420,2543,2679,2825,2961,3093,3212,3347,3482,3623,3752,3887,4022
11,0,0,0.1890501475436753,0.18387933595719905,0.41,140,275,410,544,669,816,950,1080,1220,1355,1489,1620,1756,1870,2022,2145,2282,2420,2544,2679,2825,2962,3094,3211,3347,3481,3623,3752,3887,4022
12,0,0,0.18685939750795655,0.18157827681379254,0.43,140,275,411,544,668,816,951,1081,1221,1355,1489,1620,1757,1870,2023,2145,2282,2420,2544,2678,2826,2963,3094,3210,3346,3481,3622,3751,3886,4022
13,0,0,0.1845212699684983,0.1791171683830863,0.46,140,276,411,544,668,817,952,1082,1222,1356,1490,1620,1757,1869,2023,2145,2282,2420,2544,2678,2827,2964,3094,3210,3345,3481,3622,3751,3886,4022
14,0,0,0.18207704761997898,0.17653887978946223,0.48,140,276,412,544,668,817,952,1083,1223,1357,1491,1621,1758,1869,2024,2145,2282,2420,2544,2678,2827,2964,3094,3209,3345,3480,3621,3750,3886,4021
15,0,0,0.17958796895859996,0.17391198524964283,0.5,140,276,412,544,668,818,953,1083,1224,1358,1491,1621,1759,1869,2024,2145,2282,2420,2543,2677,2828,2965,3094,3208,3344,3480,3621,3750,3885,4021
16,0,0,0.17711440099005207,0.17129528834686722,0.52,140,277,412,544,668,818,954,1084,1224,1359,1492,1621,1759,1868,2025,2145,2282,2419,2543,2677,2828,2966,3095,3207,3344,3479,3620,3749,3885,4021
