dataset,target_size,fold,algorithm,repeat,time,metric1,metric2,selected_features
lucas_min,5,0,bsnet,0,7.2,0.38,0.15,622-648-1717-1816-4076
lucas_min,5,1,bsnet,0,5.82,0.13,0.14,648-1717-1816-3942-4076
lucas_min,5,2,bsnet,0,5.61,0,0.12,1816-1921-3326-3942-4076
lucas_min,5,3,bsnet,0,5.26,0,0.13,260-1816-3326-3942-4076
lucas_min,5,4,bsnet,0,5.2,0,0.14,854-1816-3326-3942-4076
lucas_min,5,5,bsnet,0,5.22,0.22,0.13,622-1126-1816-3942-4076
lucas_min,5,6,bsnet,0,5.16,-0.0,0.17,435-622-1816-3326-4076
lucas_min,5,7,bsnet,0,5.23,0.1,0.09,648-1717-1757-1816-3326
lucas_min,5,8,bsnet,0,5.24,0.4,0.13,435-1757-1816-3326-4076
lucas_min,5,9,bsnet,0,5.22,0,0.21,260-435-3326-3942-4076
lucas_min,10,0,bsnet,0,7.2,0.46,0.14,260-435-622-648-1717-1816-2199-3326-3942-4076
lucas_min,10,1,bsnet,0,5.82,0.15,0.14,648-1193-1377-1717-1816-2872-3326-3942-4076-4130
lucas_min,10,2,bsnet,0,5.61,0,0.13,260-435-854-1816-1921-2199-3326-3437-3942-4076
lucas_min,10,3,bsnet,0,5.26,0,0.12,260-622-648-854-1757-1816-2872-3326-3942-4076
lucas_min,10,4,bsnet,0,5.2,0,0.14,622-648-854-1757-1816-1921-2872-3326-3942-4076
lucas_min,10,5,bsnet,0,5.22,0.17,0.13,622-1126-1717-1816-1921-2872-3326-3519-3942-4076
lucas_min,10,6,bsnet,0,5.16,-0.0,0.17,260-435-622-648-1757-1816-1921-2199-3326-4076
lucas_min,10,7,bsnet,0,5.23,0,0.1,260-503-622-648-1193-1717-1757-1816-3326-4076
lucas_min,10,8,bsnet,0,5.24,0.51,0.12,435-622-1717-1757-1816-2427-3326-3519-4076-4130
lucas_min,10,9,bsnet,0,5.22,0.38,0.11,260-435-622-1193-1757-1816-3326-3519-3942-4076
lucas_min,15,0,bsnet,0,7.2,0.45,0.14,260-435-622-648-1193-1717-1816-1921-2199-2872-3105-3326-3437-3942-4076
lucas_min,15,1,bsnet,0,5.82,0,0.16,52-260-622-648-1193-1377-1717-1789-1816-1921-2872-3326-3942-4076-4130
lucas_min,15,2,bsnet,0,5.61,0,0.13,260-435-612-622-648-854-1757-1816-1921-2199-2427-3326-3437-3942-4076
lucas_min,15,3,bsnet,0,5.26,0,0.12,260-622-648-854-1193-1717-1757-1816-2591-2872-3326-3587-3942-4076-4130
lucas_min,15,4,bsnet,0,5.2,0.01,0.13,260-476-622-648-854-1193-1377-1717-1757-1816-1921-2872-3326-3942-4076
lucas_min,15,5,bsnet,0,5.22,0.26,0.13,52-435-622-648-1126-1193-1717-1757-1816-1921-2872-3326-3519-3942-4076
lucas_min,15,6,bsnet,0,5.16,-0.0,0.17,163-260-435-622-648-1193-1251-1717-1757-1816-1921-2199-3326-3519-4076
lucas_min,15,7,bsnet,0,5.23,0,0.1,260-435-503-622-648-854-1193-1717-1757-1816-2199-3326-3519-4076-4152
lucas_min,15,8,bsnet,0,5.24,0.5,0.12,260-435-622-648-1193-1717-1757-1816-2427-2872-3326-3519-3942-4076-4130
lucas_min,15,9,bsnet,0,5.22,0.28,0.12,260-435-622-648-1193-1659-1717-1757-1816-1921-2199-3326-3519-3942-4076
lucas_min,20,0,bsnet,0,7.2,0.42,0.14,260-435-622-648-860-1126-1193-1503-1717-1757-1816-1921-2199-2427-2872-3105-3326-3437-3942-4076
lucas_min,20,1,bsnet,0,5.82,0,0.16,52-260-622-648-854-1193-1377-1717-1757-1789-1816-1921-2172-2602-2872-3119-3326-3942-4076-4130
lucas_min,20,2,bsnet,0,5.61,0,0.13,260-435-612-622-648-854-1717-1757-1816-1921-2172-2199-2427-2872-3326-3437-3942-4076-4130-4152
lucas_min,20,3,bsnet,0,5.26,0.09,0.12,260-435-622-648-854-1193-1377-1698-1717-1757-1816-1921-2199-2591-2872-3326-3587-3942-4076-4130
lucas_min,20,4,bsnet,0,5.2,0,0.13,260-435-476-622-648-854-1193-1251-1377-1589-1717-1757-1816-1921-2591-2872-3326-3942-4076-4130
lucas_min,20,5,bsnet,0,5.22,0.23,0.13,52-435-612-622-648-854-1126-1193-1717-1757-1789-1816-1921-2199-2427-2872-3326-3519-3942-4076
lucas_min,20,6,bsnet,0,5.16,-0.0,0.17,163-260-435-622-648-762-909-1193-1251-1717-1757-1789-1816-1921-2199-3326-3519-4076-4130-4152
lucas_min,20,7,bsnet,0,5.23,0,0.1,260-435-503-622-648-762-854-1126-1193-1717-1757-1789-1816-1921-2199-2427-3326-3519-4076-4152
lucas_min,20,8,bsnet,0,5.24,0.35,0.13,260-435-612-622-648-762-1193-1377-1717-1757-1816-1849-2427-2484-2872-3326-3519-3942-4076-4130
lucas_min,20,9,bsnet,0,5.22,0.1,0.13,260-435-612-622-648-1193-1377-1659-1717-1757-1816-1921-2199-2427-2872-3326-3519-3942-4076-4130
lucas_min,25,0,bsnet,0,7.2,0.39,0.15,260-435-622-648-762-811-860-1126-1183-1193-1503-1717-1757-1816-1921-2199-2427-2591-2872-3105-3326-3437-3519-3942-4076
lucas_min,25,1,bsnet,0,5.82,0,0.16,52-260-612-622-648-854-989-1193-1377-1659-1717-1757-1789-1816-1849-1921-2172-2427-2602-2872-3119-3326-3942-4076-4130
lucas_min,25,2,bsnet,0,5.61,0,0.12,260-435-612-622-648-854-1193-1717-1757-1816-1921-2172-2199-2427-2486-2872-3326-3437-3519-3587-3790-3942-4076-4130-4152
lucas_min,25,3,bsnet,0,5.26,0.08,0.12,260-435-476-622-648-762-854-1193-1377-1698-1717-1757-1816-1849-1921-2199-2427-2591-2872-3326-3587-3942-4076-4130-4152
lucas_min,25,4,bsnet,0,5.2,0,0.14,260-435-476-622-648-762-854-1193-1251-1377-1589-1698-1717-1757-1816-1921-2199-2591-2628-2872-3000-3326-3942-4076-4130
lucas_min,25,5,bsnet,0,5.22,0.18,0.13,52-260-435-612-622-648-854-1126-1193-1251-1717-1757-1789-1816-1921-2199-2427-2872-3000-3326-3437-3519-3942-4076-4130
lucas_min,25,6,bsnet,0,5.16,-0.0,0.17,163-260-435-622-648-762-909-1193-1251-1717-1757-1789-1816-1921-2199-2416-2427-2741-3326-3399-3519-3942-4076-4130-4152
lucas_min,25,7,bsnet,0,5.23,0,0.1,260-435-503-622-648-762-811-854-1126-1193-1377-1717-1757-1789-1816-1921-2199-2427-2628-3326-3519-3942-4076-4130-4152
lucas_min,25,8,bsnet,0,5.24,0.27,0.14,260-435-612-622-648-671-762-1126-1193-1377-1717-1757-1816-1849-2199-2427-2484-2786-2872-3326-3519-3560-3942-4076-4130
lucas_min,25,9,bsnet,0,5.22,0.06,0.14,260-435-612-622-648-762-1126-1193-1251-1377-1659-1717-1757-1816-1921-2199-2427-2628-2872-3326-3437-3519-3942-4076-4130
lucas_min,30,0,bsnet,0,7.2,0.37,0.15,260-435-622-648-762-811-854-860-1126-1183-1193-1423-1503-1717-1757-1816-1921-2199-2427-2591-2681-2872-3000-3105-3326-3437-3519-3942-4076-4130
lucas_min,30,1,bsnet,0,5.82,0,0.16,52-260-476-612-622-648-854-989-1183-1193-1263-1377-1659-1717-1757-1789-1816-1849-1921-2172-2220-2427-2602-2872-3119-3326-3519-3942-4076-4130
lucas_min,30,2,bsnet,0,5.61,0,0.12,260-435-612-622-648-854-1193-1377-1717-1757-1816-1921-1948-2172-2199-2220-2427-2486-2591-2872-2916-3326-3437-3519-3587-3790-3942-4076-4130-4152
lucas_min,30,3,bsnet,0,5.26,0.17,0.11,260-435-476-622-648-762-854-1193-1251-1377-1589-1698-1717-1757-1816-1849-1921-2172-2199-2410-2427-2591-2872-3326-3519-3587-3942-4076-4130-4152
lucas_min,30,4,bsnet,0,5.2,0,0.14,260-435-476-622-648-762-854-1126-1193-1251-1377-1589-1698-1717-1757-1816-1849-1921-2172-2199-2220-2591-2628-2741-2872-3000-3326-3942-4076-4130
lucas_min,30,5,bsnet,0,5.22,0.11,0.14,52-260-435-612-622-648-854-1126-1193-1251-1503-1589-1628-1717-1757-1789-1816-1921-2199-2427-2872-3000-3175-3326-3437-3519-3560-3942-4076-4130
lucas_min,30,6,bsnet,0,5.16,-0.0,0.17,163-260-435-612-622-648-762-854-909-1126-1193-1251-1717-1757-1789-1816-1921-2199-2416-2427-2741-2872-3326-3399-3519-3560-3942-4076-4130-4152
lucas_min,30,7,bsnet,0,5.23,0,0.1,260-435-503-612-622-648-762-811-854-1126-1193-1377-1659-1717-1757-1789-1816-1921-2199-2427-2628-2872-3105-3326-3434-3519-3942-4076-4130-4152
lucas_min,30,8,bsnet,0,5.24,0.19,0.15,260-435-612-622-648-671-762-854-1126-1193-1377-1507-1717-1757-1789-1816-1849-2199-2220-2427-2484-2786-2872-3105-3326-3519-3560-3942-4076-4130
lucas_min,30,9,bsnet,0,5.22,0.02,0.14,260-435-612-622-648-762-854-1126-1193-1251-1377-1659-1717-1757-1816-1849-1921-2199-2416-2427-2628-2872-3326-3437-3519-3587-3790-3942-4076-4130
