epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25,band_26,band_27,band_28,band_29,band_30
0,0.07395,0.07687,0.1331,0.12311,2.56,138,272,407,541,675,809,941,1077,1211,1345,1479,1613,1747,1881,2013,2149,2281,2415,2549,2685,2817,2953,3085,3219,3353,3487,3622,3756,3890,4024
1,0.07912,0.08211,0.13273,0.12276,2.65,138,273,407,541,675,809,941,1078,1212,1346,1480,1614,1748,1882,2012,2150,2280,2414,2548,2684,2816,2953,3084,3219,3353,3487,3621,3755,3889,4024
2,0.08622,0.08887,0.13221,0.12231,2.72,139,273,407,542,676,810,940,1079,1213,1347,1481,1615,1749,1882,2011,2150,2279,2413,2547,2684,2816,2953,3084,3218,3352,3486,3621,3755,3889,4024
3,0.09278,0.09479,0.13174,0.12191,2.81,139,273,408,542,676,811,939,1079,1214,1348,1482,1616,1750,1882,2011,2149,2278,2412,2546,2683,2815,2952,3083,3217,3351,3486,3620,3754,3889,4023
4,0.09827,0.09966,0.13134,0.12158,2.88,139,273,408,543,677,811,939,1080,1214,1349,1483,1617,1751,1882,2010,2149,2277,2411,2545,2682,2814,2952,3082,3216,3351,3485,3620,3754,3889,4023
5,0.10374,0.10495,0.13094,0.12122,2.96,139,274,408,543,677,812,938,1081,1215,1349,1484,1618,1752,1882,2009,2148,2276,2410,2544,2681,2813,2951,3081,3216,3350,3485,3619,3754,3888,4023
6,0.10931,0.11074,0.13053,0.12083,3.04,139,274,409,543,678,813,937,1082,1216,1350,1485,1619,1753,1882,2008,2148,2276,2409,2543,2680,2812,2951,3080,3215,3350,3484,3619,3753,3888,4023
7,0.11434,0.11618,0.13016,0.12046,3.12,139,274,409,544,679,813,936,1083,1217,1351,1486,1620,1754,1882,2007,2148,2275,2408,2542,2679,2812,2951,3080,3214,3350,3483,3618,3753,3888,4023
8,0.11879,0.12101,0.12984,0.12013,3.2,139,274,409,544,679,814,936,1083,1218,1352,1487,1621,1755,1883,2006,2148,2274,2407,2541,2678,2811,2950,3079,3213,3349,3483,3618,3752,3887,4022
9,0.12323,0.1255,0.12951,0.11982,3.29,140,275,410,545,680,815,935,1084,1219,1353,1488,1622,1756,1883,2005,2148,2273,2406,2540,2677,2810,2950,3078,3212,3349,3482,3617,3752,3887,4022
10,0.12782,0.12998,0.12917,0.11952,3.37,140,275,410,545,680,815,934,1085,1220,1354,1489,1623,1757,1883,2004,2147,2272,2405,2539,2677,2809,2949,3077,3212,3349,3482,3617,3752,3887,4022
11,0.13222,0.13412,0.12884,0.11923,3.44,140,275,411,546,680,816,933,1086,1220,1355,1489,1624,1758,1883,2003,2147,2271,2404,2539,2676,2808,2949,3076,3211,3349,3481,3616,3751,3887,4022
12,0.13631,0.13795,0.12854,0.11897,3.51,140,276,411,546,681,817,933,1087,1221,1356,1490,1625,1759,1883,2002,2147,2270,2403,2538,2675,2808,2948,3076,3210,3348,3481,3616,3751,3886,4022
13,0.1404,0.14193,0.12823,0.11869,3.61,140,276,411,547,681,817,932,1088,1222,1357,1491,1626,1759,1883,2001,2146,2269,2402,2537,2674,2807,2948,3075,3209,3349,3480,3615,3750,3886,4022
14,0.14463,0.14627,0.12792,0.11839,3.68,140,276,412,547,682,818,931,1088,1223,1358,1492,1627,1760,1884,2000,2146,2268,2401,2536,2673,2806,2947,3074,3209,3349,3479,3614,3750,3886,4021
