epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,band_1,band_2
0,0,0,0.61354,0.57547,1.92,712,1420
1,0,0,0.60861,0.57102,1.92,712,1419
2,0,0,0.60373,0.56655,1.93,712,1419
3,0,0,0.59888,0.56208,1.94,712,1418
4,0,0,0.59409,0.5577,1.95,712,1418
5,0,0,0.58935,0.55329,1.96,712,1418
6,0,0,0.58463,0.54891,1.97,712,1418
7,0,0,0.57991,0.54455,1.97,712,1418
8,0,0,0.57522,0.54031,1.98,711,1418
9,0,0,0.57065,0.53607,1.99,711,1418
10,0,0,0.56624,0.5319,1.99,712,1418
11,0,0,0.56191,0.52782,2.0,712,1419
12,0,0,0.55761,0.52375,2.01,712,1419
13,0,0,0.55329,0.51965,2.02,712,1419
14,0,0,0.54894,0.5155,2.03,712,1419
15,0,0,0.54458,0.51134,2.04,712,1419
16,0,0,0.5402,0.50713,2.04,712,1419
17,0,0,0.53581,0.50287,2.14,712,1419
18,0,0,0.53141,0.49861,2.14,712,1418
19,0,0,0.52701,0.49435,2.15,712,1418
20,0,0,0.52259,0.49007,2.16,712,1418
21,0,0,0.51818,0.48575,2.17,712,1418
22,0,0,0.51379,0.48142,2.18,712,1418
23,0,0,0.50941,0.47705,2.19,712,1418
24,0,0,0.50498,0.47265,2.19,712,1418
25,0,0,0.50049,0.46824,2.2,713,1418
26,0,0,0.49595,0.46382,2.21,713,1418
27,0,0,0.49136,0.45939,2.22,713,1418
28,0,0,0.48668,0.45489,2.23,713,1418
29,0,0,0.48192,0.45031,2.24,714,1419
30,0,0,0.47707,0.44571,2.24,714,1419
31,0,0,0.4721,0.44098,2.25,714,1419
32,0,0,0.46701,0.43603,2.26,715,1419
33,0,0,0.46175,0.43059,2.27,715,1419
34,0,0,0.4563,0.42502,2.28,715,1418
35,0,0,0.45073,0.41932,2.29,716,1418
36,0,0,0.44508,0.41354,2.29,716,1418
37,0,0,0.43938,0.40771,2.3,717,1418
38,0,0,0.43365,0.40182,2.31,717,1418
39,0,0,0.42788,0.3959,2.32,718,1418
40,0,0,0.42209,0.38994,2.33,718,1418
41,0,0,0.41627,0.38395,2.33,718,1418
42,0,0,0.41043,0.37794,2.34,719,1418
43,0,0,0.40456,0.37192,2.35,719,1418
44,0,0,0.39868,0.3659,2.36,719,1418
45,0,0,0.39278,0.35985,2.37,719,1418
46,0,0,0.38685,0.35371,2.38,719,1418
47,0,0,0.38088,0.34751,2.38,719,1418
48,0,0,0.37487,0.34125,2.39,719,1418
49,0,0,0.36884,0.33498,2.4,719,1418
50,0,0,0.3628,0.32869,2.41,719,1418
51,0,0,0.35675,0.32237,2.41,718,1418
52,0,0,0.35071,0.31603,2.42,718,1418
53,0,0,0.34466,0.3097,2.43,718,1418
54,0,0,0.33862,0.30336,2.44,718,1418
55,0,0,0.33259,0.29702,2.45,718,1418
56,0,0,0.32657,0.29068,2.45,718,1418
57,0,0,0.32057,0.28435,2.46,718,1418
58,0,0,0.31459,0.27803,2.47,718,1418
59,0,0,0.30863,0.27174,2.48,717,1418
60,0,0,0.30271,0.26548,2.49,717,1418
61,0,0,0.29682,0.25926,2.49,717,1418
62,0,0,0.29099,0.25308,2.5,717,1418
63,0,0,0.28521,0.24696,2.51,717,1418
64,0,0,0.27949,0.24089,2.52,717,1418
65,0,0,0.27385,0.23489,2.53,717,1418
66,0,0,0.26828,0.22897,2.53,717,1418
67,0,0,0.26281,0.22314,2.54,717,1418
68,0,0,0.25743,0.2174,2.55,717,1418
69,0,0,0.25216,0.21177,2.56,718,1418
70,0,0,0.247,0.20626,2.57,718,1418
71,0,0,0.24197,0.20088,2.58,718,1418
72,0,0,0.23707,0.19564,2.58,718,1418
73,0,0,0.23232,0.19056,2.59,718,1418
74,0,0,0.22772,0.18565,2.6,718,1418
75,0,0,0.22327,0.18092,2.61,718,1418
76,0,0,0.21899,0.17638,2.61,718,1418
77,0,0,0.21489,0.17205,2.62,718,1418
78,0,0,0.21098,0.16793,2.63,718,1418
79,0,0,0.20727,0.16405,2.64,718,1418
80,0,0.0435,0.20375,0.1604,2.65,718,1418
81,0,0.08364,0.20044,0.157,2.66,719,1418
82,0,0.12001,0.19734,0.15385,2.66,719,1418
83,0,0.15275,0.19445,0.15096,2.67,719,1418
84,0,0.182,0.19177,0.14833,2.68,719,1418
85,0,0.20793,0.1893,0.14596,2.69,719,1418
86,0,0.23068,0.18705,0.14385,2.69,719,1418
87,0,0.25044,0.185,0.14199,2.7,719,1419
88,0.01432,0.26738,0.18316,0.14038,2.71,719,1419
89,0.03199,0.28171,0.18151,0.139,2.72,719,1419
90,0.04753,0.2936,0.18005,0.13784,2.73,719,1419
91,0.06108,0.30328,0.17876,0.1369,2.73,719,1419
92,0.07278,0.31093,0.17764,0.13614,2.74,719,1419
93,0.08278,0.31676,0.17668,0.13557,2.75,720,1419
94,0.09124,0.32098,0.17587,0.13515,2.76,720,1419
95,0.09831,0.3238,0.17518,0.13487,2.76,720,1419
96,0.10413,0.3254,0.17461,0.13471,2.77,720,1419
97,0.10887,0.32598,0.17415,0.13465,2.78,720,1419
98,0.11265,0.32572,0.17378,0.13467,2.78,720,1419
99,0.11561,0.32479,0.17349,0.13477,2.79,720,1419
100,0.11786,0.32336,0.17327,0.13491,2.8,720,1419
101,0.11954,0.32156,0.17311,0.13509,2.81,720,1419
102,0.12073,0.31953,0.17299,0.13529,2.82,721,1419
103,0.12155,0.3174,0.17291,0.1355,2.82,721,1419
104,0.12207,0.31526,0.17286,0.13571,2.83,721,1419
105,0.12239,0.31321,0.17283,0.13592,2.84,721,1419
106,0.12256,0.31133,0.17281,0.1361,2.85,721,1419
107,0.12264,0.30969,0.1728,0.13626,2.86,721,1419
108,0.12269,0.30833,0.1728,0.1364,2.86,721,1419
109,0.12274,0.3073,0.17279,0.1365,2.87,722,1419
110,0.12282,0.30661,0.17278,0.13657,2.88,722,1419
111,0.12296,0.30629,0.17277,0.1366,2.89,722,1419
112,0.12317,0.30634,0.17275,0.1366,2.89,722,1419
113,0.12346,0.30676,0.17272,0.13655,2.9,722,1419
114,0.12384,0.30753,0.17268,0.13648,2.91,722,1419
115,0.1243,0.30864,0.17264,0.13637,2.92,722,1419
116,0.12485,0.31007,0.17258,0.13623,2.92,723,1419
117,0.12548,0.31179,0.17252,0.13606,2.93,723,1420
118,0.12618,0.31377,0.17245,0.13586,2.94,723,1420
119,0.12695,0.31598,0.17238,0.13564,2.95,723,1420
120,0.12776,0.31839,0.1723,0.1354,2.95,723,1420
121,0.12862,0.32097,0.17221,0.13515,2.96,723,1420
122,0.1295,0.32369,0.17212,0.13488,2.97,723,1420
123,0.1304,0.32653,0.17204,0.13459,2.98,723,1420
124,0.13131,0.32945,0.17195,0.1343,2.99,724,1420
125,0.13223,0.33243,0.17185,0.134,3.0,724,1420
126,0.13314,0.33546,0.17176,0.1337,3.0,724,1420
127,0.13404,0.3385,0.17168,0.13339,3.01,724,1421
128,0.13492,0.34155,0.17159,0.13308,3.02,724,1421
129,0.1358,0.34463,0.1715,0.13277,3.03,724,1421
130,0.13665,0.34773,0.17142,0.13246,3.04,724,1421
131,0.13748,0.35079,0.17133,0.13215,3.04,724,1421
132,0.13828,0.3538,0.17125,0.13184,3.05,724,1421
133,0.13906,0.35676,0.17118,0.13154,3.06,724,1421
134,0.13981,0.35966,0.1711,0.13124,3.07,724,1422
135,0.14054,0.36249,0.17103,0.13095,3.08,725,1422
136,0.14124,0.36524,0.17096,0.13067,3.09,725,1422
137,0.14192,0.36791,0.17089,0.13039,3.11,725,1422
138,0.14256,0.37051,0.17083,0.13012,3.12,725,1422
139,0.14319,0.37302,0.17077,0.12986,3.13,725,1422
140,0.14379,0.37546,0.17071,0.12961,3.14,725,1423
141,0.14439,0.37781,0.17065,0.12937,3.15,725,1423
142,0.14498,0.38008,0.17059,0.12913,3.15,725,1423
143,0.14556,0.38228,0.17053,0.1289,3.16,725,1423
144,0.14613,0.38444,0.17047,0.12868,3.17,725,1423
145,0.14669,0.38654,0.17042,0.12846,3.18,726,1423
146,0.14725,0.38874,0.17036,0.12823,3.19,726,1423
147,0.1478,0.39088,0.17031,0.128,3.2,726,1423
148,0.14834,0.39296,0.17025,0.12778,3.21,726,1423
149,0.14888,0.39497,0.1702,0.12757,3.21,726,1423
150,0.14941,0.39692,0.17014,0.12736,3.22,726,1423
151,0.14994,0.39882,0.17009,0.12716,3.23,726,1423
152,0.15046,0.40066,0.17004,0.12697,3.24,726,1424
153,0.15098,0.40245,0.16999,0.12678,3.25,726,1424
154,0.15149,0.40418,0.16994,0.1266,3.25,726,1424
155,0.152,0.40587,0.16989,0.12642,3.26,727,1424
156,0.15253,0.40752,0.16983,0.12624,3.27,727,1424
157,0.15305,0.40913,0.16978,0.12607,3.28,727,1424
158,0.15358,0.4107,0.16973,0.1259,3.29,727,1424
159,0.1541,0.41224,0.16968,0.12574,3.3,727,1424
160,0.15462,0.41375,0.16962,0.12558,3.3,727,1424
161,0.15515,0.41523,0.16957,0.12542,3.31,727,1424
162,0.15567,0.41668,0.16952,0.12526,3.32,727,1424
163,0.15619,0.41811,0.16946,0.12511,3.33,727,1424
164,0.1567,0.41952,0.16941,0.12496,3.34,727,1425
165,0.15721,0.42089,0.16936,0.12481,3.34,727,1425
166,0.15771,0.42225,0.16931,0.12466,3.35,727,1425
167,0.1582,0.42358,0.16926,0.12452,3.36,727,1425
168,0.1587,0.42488,0.16921,0.12438,3.37,727,1425
169,0.15918,0.42636,0.16916,0.12422,3.39,727,1425
170,0.15966,0.42782,0.16912,0.12406,3.39,727,1426
171,0.16006,0.42925,0.16908,0.1239,3.4,727,1426
172,0.16041,0.43062,0.16904,0.12376,3.41,727,1426
173,0.16076,0.43195,0.16901,0.12361,3.42,727,1426
