dataset,target_size,fold,algorithm,repeat,time,metric1,metric2,selected_features
lucas_full,5,0,mcuve,0,85.92,0.66,0.08,479-481-482-483-484
lucas_full,5,1,mcuve,0,85.91,0.4,0.09,756-757-758-759-760
lucas_full,5,2,mcuve,0,85.12,0.48,0.09,737-738-739-740-741
lucas_full,5,3,mcuve,0,85.19,0.1,0.13,2991-2992-2993-2994-2995
lucas_full,5,4,mcuve,0,89.67,0.6,0.09,616-617-620-622-624
lucas_full,5,5,mcuve,0,88.07,0.46,0.09,692-694-695-697-699
lucas_full,5,6,mcuve,0,84.99,0.62,0.09,520-521-522-523-524
lucas_full,5,7,mcuve,0,85.3,0.47,0.1,753-754-755-756-757
lucas_full,5,8,mcuve,0,85.08,0.17,0.13,3000-3001-3002-3003-3004
lucas_full,5,9,mcuve,0,85.29,0.52,0.1,748-749-750-751-752
lucas_full,10,0,mcuve,0,85.1,0.63,0.08,682-684-686-687-688-689-690-691-692-694
lucas_full,10,1,mcuve,0,85.13,0.43,0.09,705-706-707-708-709-710-711-712-713-715
lucas_full,10,2,mcuve,0,85.15,0.54,0.09,727-728-732-733-734-735-736-737-738-739
lucas_full,10,3,mcuve,0,85.24,0.64,0.08,461-462-463-464-465-466-467-468-469-470
lucas_full,10,4,mcuve,0,85.21,0.47,0.1,763-764-765-766-767-768-769-770-771-772
lucas_full,10,5,mcuve,0,85.09,0.48,0.09,669-670-671-672-673-674-675-676-679-680
lucas_full,10,6,mcuve,0,85.04,0.63,0.09,505-507-508-509-510-511-512-513-514-515
lucas_full,10,7,mcuve,0,85.17,0.53,0.09,719-720-721-722-723-725-726-727-728-729
lucas_full,10,8,mcuve,0,85.15,0.68,0.08,513-514-515-516-517-518-519-520-521-523
lucas_full,10,9,mcuve,0,85.25,0.54,0.1,681-683-684-685-686-687-688-689-690-691
lucas_full,15,0,mcuve,0,85.17,0.56,0.09,749-750-751-752-753-754-755-756-757-758-759-760-761-762-763
lucas_full,15,1,mcuve,0,85.34,0.29,0.1,2987-2988-2989-2990-2991-2992-2993-2994-2995-2996-2997-2998-2999-3000-3001
lucas_full,15,2,mcuve,0,85.85,0.5,0.09,739-740-741-742-743-744-745-746-747-748-749-750-751-752-753
lucas_full,15,3,mcuve,0,84.88,0.53,0.1,678-679-680-681-682-683-684-685-686-687-688-689-690-691-692
lucas_full,15,4,mcuve,0,85.27,0.54,0.1,647-649-650-651-652-653-654-655-656-657-658-659-660-661-663
lucas_full,15,5,mcuve,0,84.99,0.11,0.11,2986-2987-2988-2989-2990-2991-2992-2993-2994-2995-2996-2997-2998-2999-3000
lucas_full,15,6,mcuve,0,84.97,0.63,0.09,577-578-579-580-581-582-583-584-585-586-587-588-589-590-591
lucas_full,15,7,mcuve,0,85.12,0.54,0.09,717-718-719-720-721-722-723-724-725-726-727-728-729-730-731
lucas_full,15,8,mcuve,0,85.26,0.68,0.08,626-627-628-629-630-631-632-633-634-635-636-637-638-639-641
lucas_full,15,9,mcuve,0,85.3,0.69,0.08,517-518-519-520-521-522-523-524-525-526-527-528-529-530-531
lucas_full,20,0,mcuve,0,84.96,0.58,0.08,681-682-683-684-685-686-687-688-689-690-691-692-693-694-695-696-697-698-699-700
lucas_full,20,1,mcuve,0,85.17,0.42,0.09,470-471-472-473-474-475-476-477-478-479-480-481-482-483-484-485-486-487-488-489
lucas_full,20,2,mcuve,0,85.2,0.49,0.09,683-685-687-688-689-690-691-692-693-694-695-696-697-698-699-700-701-702-703-704
lucas_full,20,3,mcuve,0,84.96,0.44,0.1,740-741-742-743-744-745-746-747-748-750-751-2994-2995-2996-2997-2998-2999-3000-3001-3002
lucas_full,20,4,mcuve,0,85.53,0.57,0.09,511-513-514-515-516-517-518-519-520-521-522-523-524-525-526-527-528-529-530-532
lucas_full,20,5,mcuve,0,86.04,0.41,0.09,730-731-732-733-734-735-736-737-738-739-740-741-742-743-744-745-746-747-748-749
lucas_full,20,6,mcuve,0,85.08,0.65,0.09,465-466-467-468-469-470-471-472-473-474-475-476-477-478-479-480-481-482-483-484
lucas_full,20,7,mcuve,0,86.71,0.0,0.14,727-729-730-731-732-733-734-735-736-737-738-739-740-741-742-743-744-745-746-747
lucas_full,20,8,mcuve,0,85.53,0.62,0.09,506-507-508-509-510-511-512-513-514-515-516-517-518-519-2995-2996-2997-2998-2999-3000
lucas_full,20,9,mcuve,0,85.23,0.0,0.19,736-737-738-739-740-741-742-743-744-745-746-747-748-749-750-751-752-753-754-755
lucas_full,25,0,mcuve,0,85.4,0.59,0.08,677-678-679-680-681-682-683-684-685-686-687-688-689-690-691-692-693-694-695-696-697-698-699-700-701
lucas_full,25,1,mcuve,0,85.18,0.23,0.1,529-530-531-532-533-534-535-536-537-538-539-540-541-542-543-544-545-546-547-548-549-550-551-552-554
lucas_full,25,2,mcuve,0,85.28,0.48,0.09,706-707-708-709-710-711-712-713-714-715-716-717-718-719-720-721-722-723-724-725-726-727-728-729-730
lucas_full,25,3,mcuve,0,84.99,0.6,0.09,651-653-654-655-656-657-658-659-660-661-662-663-664-665-666-667-668-669-670-671-672-673-674-675-676
