epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15
0,0.028189374774123598,0.024918743228602384,0.01294900545028732,0.011963014327547317,0.02,13,25,37,50,62,74,87,99,111,124,136,149,161,173,186
1,0.02806890736055897,0.02600216684723727,0.012425316771670802,0.012679178471097674,0.03,13,25,37,50,62,74,87,99,111,124,136,149,161,173,186
2,0.027827972533429706,0.024918743228602384,0.011592911622564261,0.011100860093449572,0.03,13,25,37,50,62,75,87,99,111,124,136,149,161,173,186
3,0.02650283098421877,0.024918743228602384,0.009284844629851352,0.01042231273132721,0.04,13,25,37,50,62,75,87,99,111,124,136,149,161,173,186
4,0.024695819780749306,0.021668472372697724,0.006518772529832684,0.0064609262965661385,0.04,13,25,37,49,62,75,87,99,111,124,136,149,161,173,186
5,0.022406938923021324,0.01950162513542795,0.0030008420882130515,0.0035952472120133194,0.05,13,25,37,49,62,75,87,99,111,124,136,149,161,173,186
6,0.021443199614504277,0.018418201516793065,0.000993849956139714,0.0017702791263439766,0.06,13,25,37,49,62,75,87,99,111,124,136,149,161,173,186
7,0.021322732200939647,0.01733477789815818,0.00045503037112826217,0.0003820982207358714,0.06,13,25,37,49,62,75,87,99,111,124,136,149,161,173,186
8,0.021322732200939647,0.01733477789815818,0.0002716451556434851,0.00019108561710501348,0.07,13,25,37,49,62,75,87,99,111,124,136,149,161,173,186
9,0.021322732200939647,0.01733477789815818,9.590208095056063e-05,6.688827388834362e-05,0.08,13,25,37,49,62,75,87,99,111,124,136,149,161,173,186
10,0.021322732200939647,0.01733477789815818,1.8802290534303268e-05,9.556015571510201e-06,0.08,13,25,37,49,62,75,87,99,111,124,136,149,161,173,186
11,0.021322732200939647,0.01733477789815818,9.549516675866343e-06,0.0,0.09,13,25,37,49,62,75,87,98,111,124,136,149,161,173,186
12,0.021322732200939647,0.01733477789815818,7.162154605722115e-06,0.0,0.1,13,25,37,49,63,75,87,98,111,124,136,149,161,173,186
13,0.021322732200939647,0.01733477789815818,7.162154605722115e-06,0.0,0.1,13,25,37,49,63,75,87,98,111,124,136,149,161,173,186
14,0.021322732200939647,0.01733477789815818,7.162154605722115e-06,0.0,0.11,13,25,37,49,63,75,87,98,111,124,136,149,161,173,186
15,0.021322732200939647,0.01733477789815818,7.162154605722115e-06,0.0,0.12,13,25,37,49,63,75,87,98,111,124,137,149,161,173,186
16,0.021322732200939647,0.01733477789815818,4.774781136362982e-06,0.0,0.12,13,25,37,49,63,75,87,98,111,124,137,149,161,173,186
17,0.021322732200939647,0.01733477789815818,4.774781136362982e-06,0.0,0.13,13,25,37,49,63,75,87,98,111,124,137,149,161,173,186
18,0.021322732200939647,0.01733477789815818,4.774781136362982e-06,0.0,0.13,13,25,37,49,63,75,87,98,110,124,137,149,161,173,186
19,0.021322732200939647,0.01733477789815818,4.774781136362982e-06,0.0,0.14,13,25,37,49,63,75,87,98,110,124,137,149,161,173,186
20,0.021322732200939647,0.01733477789815818,4.774781136362982e-06,0.0,0.15,13,25,37,49,63,75,87,98,110,124,137,149,161,173,186
21,0.021322732200939647,0.01733477789815818,4.774781136362982e-06,0.0,0.15,13,24,37,49,63,75,87,98,110,124,137,149,161,173,186
22,0.021322732200939647,0.01733477789815818,0.0,0.0,0.16,13,24,37,49,63,75,87,98,110,124,137,149,161,173,186
23,0.021322732200939647,0.01733477789815818,0.0,0.0,0.16,13,24,37,49,63,75,87,98,110,124,137,149,161,173,186
24,0.021322732200939647,0.01733477789815818,0.0,0.0,0.17,13,24,37,49,63,76,87,98,110,124,137,149,161,173,186
25,0.021322732200939647,0.01733477789815818,0.0,0.0,0.18,13,24,37,49,63,76,87,98,110,124,137,149,161,173,186
26,0.021322732200939647,0.01733477789815818,0.0,0.0,0.18,13,24,37,49,63,76,87,98,110,123,137,149,161,173,186
27,0.021322732200939647,0.01733477789815818,0.0,0.0,0.19,13,24,37,49,63,76,87,98,110,123,137,149,161,173,186
28,0.021322732200939647,0.01733477789815818,0.0,0.0,0.19,13,24,37,49,63,76,87,98,110,123,137,149,161,173,186
29,0.021322732200939647,0.01733477789815818,0.0,0.0,0.2,13,24,37,49,63,76,87,97,110,123,137,149,161,173,186
30,0.021322732200939647,0.01733477789815818,0.0,0.0,0.21,13,24,37,49,63,76,87,97,110,123,137,149,160,173,186
31,0.021322732200939647,0.01733477789815818,0.0,0.0,0.21,13,24,37,49,63,76,87,97,110,123,137,149,160,173,186
32,0.021322732200939647,0.01733477789815818,0.0,0.0,0.22,13,24,37,49,63,76,87,97,110,123,137,149,160,173,186
33,0.021322732200939647,0.01733477789815818,0.0,0.0,0.22,13,24,37,49,63,76,87,97,110,123,137,149,160,174,186
34,0.021322732200939647,0.01733477789815818,0.0,0.0,0.23,13,24,37,49,63,76,87,97,110,123,137,149,160,174,186
35,0.021322732200939647,0.01733477789815818,0.0,0.0,0.24,13,24,37,49,63,76,87,97,110,123,137,149,160,174,186
36,0.021322732200939647,0.01733477789815818,0.0,0.0,0.24,13,24,37,49,63,76,87,97,110,123,138,149,160,174,186
37,0.021322732200939647,0.01733477789815818,0.0,0.0,0.25,13,24,37,49,63,76,87,97,110,123,138,149,160,174,186
38,0.021322732200939647,0.01733477789815818,0.0,0.0,0.25,13,24,37,49,63,76,87,97,110,123,138,149,160,174,186
39,0.021322732200939647,0.01733477789815818,0.0,0.0,0.26,13,24,37,49,63,76,87,97,110,123,138,149,160,174,186
40,0.021322732200939647,0.01733477789815818,0.0,0.0,0.27,13,24,37,49,63,76,87,97,110,123,138,149,160,174,186
41,0.021322732200939647,0.01733477789815818,0.0,0.0,0.27,13,24,37,50,63,76,87,97,110,123,138,149,160,174,186
42,0.021322732200939647,0.01733477789815818,0.0,0.0,0.28,13,24,37,50,63,76,87,97,110,123,138,149,160,174,186
43,0.021322732200939647,0.01733477789815818,0.0,0.0,0.29,13,24,37,50,63,76,87,97,110,123,138,149,160,174,186
44,0.021322732200939647,0.01733477789815818,0.0,0.0,0.29,13,24,37,50,63,76,87,97,110,123,138,149,160,174,186
45,0.021322732200939647,0.01733477789815818,0.0,0.0,0.3,13,25,37,50,63,76,87,97,110,123,138,149,160,174,185
46,0.021322732200939647,0.01733477789815818,0.0,0.0,0.3,13,25,37,50,63,76,87,97,110,123,138,149,160,174,185
47,0.021322732200939647,0.01733477789815818,0.0,0.0,0.31,13,25,37,50,63,76,87,97,110,123,138,149,160,174,185
48,0.021322732200939647,0.01733477789815818,0.0,0.0,0.32,13,25,37,50,63,76,87,97,111,123,138,149,160,174,185
49,0.021322732200939647,0.01733477789815818,0.0,0.0,0.32,13,25,37,50,63,76,87,97,111,123,138,149,160,174,185
50,0.021322732200939647,0.01733477789815818,0.0,0.0,0.33,13,25,37,50,63,76,87,97,111,123,138,149,160,174,185
51,0.021443199614504277,0.01733477789815818,9.66404361854023e-05,0.0,0.33,13,25,37,50,63,76,87,98,111,123,138,149,160,174,185
52,0.021443199614504277,0.01733477789815818,7.018739991293543e-05,0.0,0.34,13,25,37,50,63,76,87,98,111,123,138,149,160,174,185
53,0.0219250692687628,0.020585048754062838,-0.0010794355605592276,0.0008262661630833446,0.35,13,25,37,50,63,76,87,98,111,123,138,149,160,174,185
54,0.02529815684857246,0.028169014084507043,-0.004601714078701358,-0.0014091048736886158,0.35,13,25,37,50,63,76,87,98,110,123,138,149,160,174,185
55,0.06035417419588002,0.0628385698808234,0.012128212691094431,0.011954631801053162,0.36,13,25,37,50,63,76,86,98,110,123,138,149,160,174,185
56,0.15130707143717625,0.1560130010834236,0.0714557520080853,0.07170909935963643,0.36,13,25,37,50,63,76,86,98,110,123,138,149,160,174,185
57,0.19949403686302855,0.2221018418201517,0.09777671897127194,0.10656305695388524,0.37,13,25,37,50,63,76,86,97,110,123,139,149,160,174,185
58,0.22623780267437657,0.25568797399783316,0.10595245225811323,0.11850960101535968,0.38,12,25,37,50,63,76,86,97,110,123,139,149,160,174,185
59,0.23876641368509818,0.26977248104008666,0.10317809672214051,0.11588404915560868,0.38,12,25,37,50,63,76,86,97,110,123,139,149,160,174,185
60,0.24575352367184677,0.27302275189599134,0.10073990388478526,0.10870025112791681,0.39,12,25,37,50,63,76,86,97,110,123,139,149,160,174,185
61,0.24996988314660884,0.28060671722643554,0.10065894335605474,0.11150028342246754,0.4,12,25,37,50,63,76,86,97,110,123,139,149,160,174,185
62,0.2523792314179015,0.28277356446370533,0.09800358991587887,0.10820344939817239,0.4,12,25,37,50,63,76,86,97,111,123,139,149,160,174,185
63,0.25635465606553426,0.28494041170097506,0.09687577129928093,0.10334006488192315,0.41,12,25,37,50,63,76,86,97,111,123,139,148,160,174,185
64,0.2568365257197928,0.28494041170097506,0.0899064827600915,0.09347674688539809,0.41,12,25,37,50,63,76,86,97,111,123,139,148,160,174,185
65,0.25635465606553426,0.28494041170097506,0.07672905400267882,0.07503515042560105,0.42,12,25,37,50,63,76,86,97,111,123,139,148,161,174,185
66,0.2544271774485002,0.28277356446370533,0.05721382088069904,0.0516083169324949,0.43,12,25,37,50,63,76,86,97,111,123,139,148,161,174,185
67,0.24804240452957474,0.27735644637053086,0.03399155719283331,0.031950122649223256,0.43,12,25,37,50,63,76,86,97,111,123,139,148,161,174,185
68,0.23888688109866282,0.27085590465872156,0.012541204587966925,0.014652229638841718,0.44,12,25,37,50,63,76,85,97,111,123,139,148,161,174,185
69,0.23635706541380558,0.27085590465872156,0.0036701907657753496,0.008841268828184812,0.45,12,25,37,50,63,76,85,97,111,123,139,148,161,174,185
70,0.23623659800024094,0.26868905742145177,0.0009820790691341674,0.0029558053489354696,0.45,12,25,37,50,63,76,85,97,111,123,139,148,161,174,185
71,0.23623659800024094,0.2676056338028169,0.0003388659917965553,0.0,0.46,12,25,37,50,63,76,85,97,111,123,139,148,161,174,185
72,0.23623659800024094,0.2676056338028169,0.00023723031104294634,0.0,0.46,12,25,37,50,63,76,85,97,111,123,139,148,161,174,185
73,0.23623659800024094,0.2676056338028169,0.00023723031104294634,0.0,0.47,12,25,37,50,63,76,85,97,111,123,139,148,161,174,185
74,0.23623659800024094,0.2676056338028169,0.00020334715805236936,0.0,0.48,12,25,37,50,63,76,85,97,111,123,139,148,161,174,185
75,0.23623659800024094,0.2676056338028169,0.00016946170830300922,0.0,0.48,12,25,37,50,63,76,85,97,111,123,139,148,161,174,185
76,0.23623659800024094,0.2676056338028169,0.00016946170830300922,0.0,0.49,12,26,37,50,63,76,85,97,111,123,139,148,161,174,185
77,0.23623659800024094,0.2676056338028169,0.00013557396156149704,0.0,0.49,12,26,37,50,63,76,85,97,111,123,139,148,161,174,185
78,0.23623659800024094,0.2676056338028169,0.00010168391759413087,0.0,0.5,12,26,37,50,63,77,85,97,111,123,139,148,161,174,185
79,0.23623659800024094,0.2676056338028169,0.00010168391759413087,0.0,0.51,12,26,37,50,63,77,85,97,111,123,139,148,161,174,185
80,0.23623659800024094,0.2676056338028169,9.009542705473716e-05,0.0,0.51,12,26,37,50,62,77,85,97,111,123,139,148,161,174,185
81,0.23623659800024094,0.2676056338028169,9.009542705473716e-05,0.0,0.52,12,26,37,50,62,77,85,97,111,123,139,148,161,174,185
82,0.23623659800024094,0.2676056338028169,9.009542705473716e-05,0.0,0.52,12,26,37,50,62,77,85,97,111,123,139,148,161,174,185
83,0.23623659800024094,0.2676056338028169,9.009542705473716e-05,0.0,0.53,12,26,37,50,62,77,85,97,111,123,139,148,161,174,185
84,0.23623659800024094,0.2676056338028169,9.009542705473716e-05,0.0,0.54,12,26,37,50,62,77,85,97,111,123,139,148,161,174,185
85,0.23623659800024094,0.2676056338028169,9.009542705473716e-05,0.0,0.54,12,26,37,50,62,77,85,97,111,123,139,148,161,174,185
86,0.23623659800024094,0.2676056338028169,4.461275520462049e-05,0.0,0.55,12,26,37,50,62,77,85,97,111,123,139,148,161,174,185
87,0.23623659800024094,0.2676056338028169,4.461275520462049e-05,0.0,0.56,12,26,37,50,62,77,85,97,111,123,139,148,161,174,185
88,0.23623659800024094,0.2676056338028169,4.461275520462049e-05,0.0,0.56,12,26,37,50,62,77,85,97,111,123,139,148,161,174,185
89,0.23623659800024094,0.2676056338028169,4.461275520462049e-05,0.0,0.57,12,26,37,50,62,77,85,97,111,123,139,148,161,174,185
90,0.23623659800024094,0.2676056338028169,4.461275520462049e-05,0.0,0.57,12,26,37,50,62,77,85,97,111,123,139,148,161,174,185
91,0.23623659800024094,0.2676056338028169,4.461275520462049e-05,0.0,0.58,12,26,37,50,62,77,85,97,111,123,139,148,161,174,185
92,0.23623659800024094,0.2676056338028169,4.461275520462049e-05,0.0,0.59,12,26,37,50,62,77,85,97,111,123,139,148,161,174,185
93,0.23623659800024094,0.2676056338028169,4.461275520462049e-05,0.0,0.59,12,26,37,50,62,77,85,97,111,123,139,148,161,174,185
94,0.23623659800024094,0.2676056338028169,4.461275520462049e-05,0.0,0.6,12,26,37,50,62,77,85,97,111,123,139,148,161,174,185
95,0.23623659800024094,0.2676056338028169,4.461275520462049e-05,0.0,0.6,12,26,37,50,62,77,85,97,111,123,139,148,161,174,185
96,0.23623659800024094,0.2676056338028169,4.461275520462049e-05,0.0,0.61,12,26,37,50,62,77,85,97,111,123,139,148,161,174,185
97,0.23623659800024094,0.2676056338028169,4.461275520462049e-05,0.0,0.62,12,26,37,50,62,77,85,97,111,123,139,148,161,174,185
