epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25,band_26,band_27,band_28,band_29,band_30
0,0,0,0.14201714927249012,0.13001740444576146,0.86,138,272,407,541,675,808,943,1077,1211,1345,1479,1613,1747,1881,2015,2147,2281,2417,2549,2683,2817,2951,3085,3219,3353,3487,3622,3756,3890,4024
1,0,0,0.14157819226217783,0.1295915147893546,0.88,138,273,407,541,675,807,944,1078,1212,1346,1480,1614,1748,1881,2016,2146,2280,2418,2548,2682,2816,2952,3084,3219,3353,3487,3621,3755,3889,4024
2,0,0,0.14111383563398075,0.12910822015813916,0.9,139,273,407,542,676,806,944,1078,1213,1347,1481,1615,1749,1881,2017,2145,2279,2419,2547,2681,2815,2952,3084,3218,3352,3486,3621,3755,3889,4024
3,0,0,0.14062810602996467,0.1285875165733326,0.91,139,273,408,542,676,806,945,1079,1214,1348,1482,1616,1750,1880,2018,2144,2279,2420,2546,2680,2814,2953,3083,3217,3351,3486,3620,3754,3889,4023
4,0,0,0.14013287741683014,0.1280503177470935,0.92,139,273,408,543,677,805,946,1080,1214,1349,1483,1617,1751,1880,2019,2144,2279,2421,2545,2679,2813,2954,3082,3216,3351,3485,3620,3754,3889,4023
5,0,0,0.1396296828687646,0.12750106818088294,0.94,139,274,408,543,678,804,947,1081,1215,1350,1484,1618,1752,1880,2020,2143,2280,2422,2544,2678,2813,2955,3081,3216,3350,3484,3619,3754,3888,4023
6,0,0,0.13911789369470834,0.12694084401517824,0.95,139,274,409,543,678,804,947,1082,1216,1350,1485,1618,1753,1880,2021,2142,2280,2422,2543,2677,2812,2955,3080,3215,3349,3484,3619,3753,3888,4023
7,0,0,0.13860574676818632,0.1263930142526151,0.97,139,274,409,544,679,803,948,1082,1217,1351,1486,1619,1754,1879,2022,2142,2280,2423,2542,2676,2811,2956,3079,3214,3349,3483,3618,3753,3888,4023
8,0,0,0.13811866124310518,0.12588121073221123,0.98,139,274,410,544,679,803,949,1083,1218,1352,1487,1620,1755,1879,2023,2142,2280,2424,2541,2675,2810,2957,3079,3213,3348,3483,3618,3752,3887,4022
9,0,0,0.1376699938391772,0.12541444439307958,1.0,140,275,410,545,680,802,949,1084,1218,1353,1487,1621,1756,1879,2024,2142,2279,2425,2540,2674,2809,2958,3078,3213,3347,3482,3617,3752,3887,4022
10,0,0,0.13725174823413638,0.12498186024533399,1.01,140,275,410,545,680,802,950,1085,1219,1354,1488,1621,1757,1879,2025,2142,2279,2426,2539,2673,2808,2959,3077,3212,3347,3482,3616,3752,3887,4022
11,2.1280578390348026e-05,0.002102779649995279,0.1368351100577542,0.12454942992340069,1.02,140,275,411,546,681,801,951,1086,1220,1355,1489,1622,1758,1878,2026,2141,2278,2427,2538,2672,2807,2959,3076,3211,3346,3481,3616,3751,3887,4022
