epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15
0,0.06396819660281894,0.06067172264355363,0.02340438608204487,0.01996945674896844,0.01,13,25,37,50,62,74,87,99,112,124,136,149,161,173,186
1,0.11263703168292977,0.12134344528710726,0.06808405903165848,0.07696927024697486,0.02,13,25,37,50,62,74,87,99,112,124,136,149,161,173,186
2,0.14672930972172027,0.14626218851570963,0.09813551166689738,0.09868531114963708,0.03,13,25,37,50,62,75,87,99,112,124,136,149,161,173,186
3,0.17178653174316347,0.16034669555796316,0.1159835609247506,0.10677605249520827,0.04,13,25,37,50,62,75,87,99,112,124,136,149,161,173,186
4,0.17985784845199373,0.1722643553629469,0.11705443707377161,0.1128818395223562,0.04,13,25,37,49,62,75,87,99,112,124,136,149,161,173,186
5,0.21382965907721962,0.2047670639219935,0.14540561737667734,0.1404759669426522,0.05,13,25,37,49,62,75,87,99,112,124,136,149,161,173,186
6,0.22286471509456693,0.2134344528710726,0.15162205152239872,0.1463186874085134,0.06,13,25,37,49,62,75,87,99,112,124,136,149,161,173,186
7,0.22370798698951933,0.2134344528710726,0.14970200506631048,0.14432926502248677,0.07,13,25,37,49,62,75,87,99,112,124,137,149,161,173,186
8,0.22250331285387304,0.2134344528710726,0.1447838766703181,0.14122259202632859,0.08,13,25,37,49,62,75,87,99,112,124,137,149,161,173,186
9,0.21828695337911094,0.20693391115926327,0.13548594571342643,0.13060888878022792,0.08,13,25,37,49,62,75,87,99,112,124,137,149,161,173,186
10,0.21660040958920612,0.20151679306608883,0.13054725586391813,0.12156536112294836,0.09,13,25,37,49,62,75,87,99,112,124,137,149,161,173,186
11,0.21720274665702927,0.20368364030335862,0.1292023512355882,0.12203767548763822,0.1,13,25,37,49,62,75,87,99,112,124,137,149,161,173,186
12,0.21720274665702927,0.20368364030335862,0.12851452548010878,0.1215636155988642,0.11,13,25,37,49,62,75,87,98,112,124,137,149,160,173,186
13,0.21720274665702927,0.20368364030335862,0.12814164786486182,0.12112661824089299,0.12,13,25,37,49,62,75,87,98,112,124,137,149,160,173,186
14,0.21720274665702927,0.20368364030335862,0.12780832224105754,0.12057975974270918,0.13,13,25,37,49,61,75,87,98,112,124,137,149,160,173,186
15,0.21696181182990001,0.20368364030335862,0.1268758822426751,0.11999569340689131,0.14,13,25,37,49,61,75,87,98,112,124,137,149,160,173,186
