epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25,band_26,band_27,band_28,band_29,band_30
0,0.03794723527285869,0.035752979414951244,0.0,0.0,0.01,7,13,19,26,32,38,45,51,58,64,70,77,83,89,96,102,109,115,121,128,134,141,147,153,160,166,172,179,185,192
1,0.03794723527285869,0.035752979414951244,0.0,0.0,0.02,7,13,19,26,32,38,45,51,58,64,70,77,83,89,96,102,109,115,122,128,134,140,147,153,160,166,172,179,185,192
2,0.03794723527285869,0.035752979414951244,0.0,0.0,0.03,7,13,19,26,32,38,45,51,58,64,70,77,83,89,96,102,109,115,122,128,134,140,147,153,160,166,172,179,185,192
3,0.03794723527285869,0.035752979414951244,0.0,0.0,0.04,7,13,19,26,32,38,45,51,58,64,70,77,83,89,96,102,109,115,122,128,134,140,147,153,160,166,172,179,185,192
4,0.03794723527285869,0.035752979414951244,0.0,0.0,0.04,7,13,19,26,32,38,45,51,58,64,70,77,83,89,96,103,109,115,122,128,134,140,147,153,160,166,172,179,185,192
5,0.03794723527285869,0.035752979414951244,0.0,0.0,0.05,7,13,19,26,32,38,45,51,58,64,70,76,83,89,96,103,109,115,122,128,134,140,147,153,160,166,172,179,185,192
6,0.03794723527285869,0.035752979414951244,0.0,0.0,0.06,7,13,19,26,32,38,45,51,58,64,70,76,83,89,96,103,109,115,122,128,134,140,147,153,159,166,172,179,185,192
7,0.03794723527285869,0.035752979414951244,-7.089918082181512e-06,0.0,0.07,7,13,19,26,32,38,45,51,58,64,70,76,83,89,96,103,109,115,122,128,135,140,147,153,159,166,172,179,185,192
8,0.03794723527285869,0.035752979414951244,-2.127005585239594e-05,0.0,0.07,7,13,19,26,32,38,45,51,58,64,70,76,83,89,96,103,109,115,122,128,135,140,147,153,159,166,172,179,185,192
9,0.038188170099987956,0.035752979414951244,-0.0021653364530744845,-0.002577627850097297,0.08,7,13,19,26,32,38,45,51,58,64,70,76,83,89,96,103,109,115,122,128,135,140,147,153,159,166,172,179,185,192
10,0.04963257438862788,0.04225352112676056,-0.0047435602540610855,-0.009060036655676562,0.09,7,13,19,26,32,38,44,51,58,64,70,76,83,89,96,103,109,115,122,128,135,140,147,153,159,166,172,179,185,192
11,0.07625587278641127,0.07150595882990249,0.004896687243765241,0.004624468028881834,0.1,7,13,19,26,32,38,44,51,58,63,70,76,83,89,97,103,109,114,122,128,135,140,147,153,159,166,172,179,185,192
