epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25
0,0.009155523430911939,0.009750812567713976,0.0,0.0,0.02,8,15,23,31,38,46,53,61,69,76,84,91,99,107,114,122,129,137,145,152,160,168,175,183,190
1,0.009155523430911939,0.009750812567713976,-0.0001943234978638575,-0.0002821964846380087,0.03,8,15,23,31,38,46,54,61,69,76,84,91,99,107,114,122,129,137,145,152,160,168,175,183,190
2,0.12829779544633177,0.14301191765980498,0.005156386006577196,0.0009811031595079456,0.04,8,15,23,31,38,46,54,61,69,76,84,91,99,107,114,122,129,137,145,152,160,167,175,183,190
3,0.23756173954945187,0.2676056338028169,0.0009146312764303222,0.0,0.05,8,15,23,31,38,46,54,61,68,76,84,91,99,107,114,122,129,137,145,152,160,167,175,183,190
4,0.23744127213588725,0.2676056338028169,0.0,0.0,0.06,8,15,23,31,38,46,54,61,68,76,84,91,99,106,114,122,129,137,145,152,160,167,175,183,190
5,0.23744127213588725,0.2676056338028169,0.0,0.0,0.07,8,16,23,30,38,46,54,61,68,76,84,91,99,106,114,122,129,137,145,152,160,167,175,183,190
6,0.23744127213588725,0.2676056338028169,0.0,0.0,0.08,8,16,23,30,38,46,54,61,68,77,84,91,99,106,114,122,129,137,145,152,160,167,175,183,190
7,0.23744127213588725,0.2676056338028169,0.0,0.0,0.09,8,16,23,30,38,46,54,61,68,77,84,91,99,106,114,122,129,137,145,152,160,167,175,183,190
8,0.23744127213588725,0.2676056338028169,0.0,0.0,0.1,8,16,23,30,39,46,54,61,68,77,84,91,100,106,114,122,129,137,145,152,160,167,175,183,190
9,0.23744127213588725,0.2676056338028169,0.0,0.0,0.11,8,16,23,30,39,46,54,61,68,77,84,91,100,106,114,122,129,137,145,152,160,167,175,183,190
10,0.23744127213588725,0.2676056338028169,0.0,0.0,0.12,8,16,23,30,39,46,54,61,68,77,84,91,100,106,114,122,129,137,145,152,160,167,175,183,190
11,0.23744127213588725,0.2676056338028169,0.0,0.0,0.13,8,16,23,30,39,46,54,61,68,77,84,91,100,106,114,122,129,137,145,152,160,167,175,183,191
12,0.23744127213588725,0.2676056338028169,0.0,0.0,0.13,8,16,23,30,39,46,54,62,68,77,84,91,100,106,114,123,129,137,145,152,160,167,175,183,191
13,0.23744127213588725,0.2676056338028169,0.0,0.0,0.14,8,16,23,30,39,46,54,62,68,77,84,91,100,106,114,123,129,137,145,152,160,167,175,183,191
14,0.23744127213588725,0.2676056338028169,0.0,0.0,0.15,8,16,23,30,39,46,54,62,68,77,84,91,100,106,114,123,129,137,145,152,160,167,175,183,191
15,0.23744127213588725,0.2676056338028169,0.0,0.0,0.17,8,16,23,30,39,46,54,62,68,77,84,91,100,106,114,123,129,137,145,152,159,167,176,183,191
16,0.23744127213588725,0.2676056338028169,0.0,0.0,0.17,8,16,23,30,39,46,54,62,68,77,84,91,100,106,113,123,129,137,145,152,159,167,176,183,191
17,0.23744127213588725,0.2676056338028169,0.0,0.0,0.18,8,16,23,30,39,46,54,62,68,77,84,91,100,106,113,123,129,137,145,152,159,167,176,183,191
18,0.23744127213588725,0.2676056338028169,0.0,0.0,0.19,8,16,23,30,39,46,54,62,68,77,84,91,100,106,113,123,129,137,145,152,159,167,176,183,191
19,0.23744127213588725,0.2676056338028169,0.0,0.0,0.2,8,16,23,30,39,46,54,62,68,77,84,91,100,106,113,123,129,137,145,152,159,167,176,183,191
20,0.23744127213588725,0.2676056338028169,0.0,0.0,0.21,8,16,23,30,39,46,54,62,68,77,84,91,100,106,113,123,129,137,145,152,159,167,176,183,191
21,0.23744127213588725,0.2676056338028169,0.0,0.0,0.22,8,16,23,30,39,46,54,62,68,77,84,91,100,106,113,123,129,137,145,152,159,167,176,183,191
